SNP	CHR	BP	P
SL2.40ch07_20370000_20470000	7	20370000	2.208308e-03
SL2.40ch07_20380000_20480000	7	20380000	2.232646e-03
SL2.40ch07_20390000_20490000	7	20390000	2.274692e-03
SL2.40ch07_20400000_20500000	7	20400000	2.081852e-03
SL2.40ch07_20410000_20510000	7	20410000	1.201607e-03
SL2.40ch07_20420000_20520000	7	20420000	1.352361e-03
SL2.40ch07_20430000_20530000	7	20430000	1.541956e-03
SL2.40ch07_20440000_20540000	7	20440000	8.786928e-04
SL2.40ch07_20450000_20550000	7	20450000	4.100325e-04
SL2.40ch07_20460000_20560000	7	20460000	3.962510e-04
SL2.40ch07_20470000_20570000	7	20470000	4.030510e-04
SL2.40ch07_20480000_20580000	7	20480000	3.956218e-04
SL2.40ch07_20490000_20590000	7	20490000	1.364128e-03
SL2.40ch07_20500000_20600000	7	20500000	1.552388e-03
SL2.40ch07_20510000_20610000	7	20510000	1.756101e-03
SL2.40ch07_20520000_20620000	7	20520000	2.947261e-03
SL2.40ch07_20530000_20630000	7	20530000	2.652730e-03
SL2.40ch07_20540000_20640000	7	20540000	2.344720e-03
SL2.40ch07_20550000_20650000	7	20550000	2.088589e-03
SL2.40ch07_20560000_20660000	7	20560000	2.183363e-03
SL2.40ch07_20570000_20670000	7	20570000	1.955338e-03
SL2.40ch07_20580000_20680000	7	20580000	1.748260e-03
SL2.40ch07_20590000_20690000	7	20590000	1.660608e-03
SL2.40ch07_20600000_20700000	7	20600000	1.638592e-03
SL2.40ch07_20610000_20710000	7	20610000	1.500268e-03
SL2.40ch07_20620000_20720000	7	20620000	6.810737e-04
SL2.40ch07_20630000_20730000	7	20630000	7.571466e-04
SL2.40ch07_20640000_20740000	7	20640000	7.690719e-04
SL2.40ch07_20650000_20750000	7	20650000	8.237486e-04
SL2.40ch07_20660000_20760000	7	20660000	7.036272e-04
SL2.40ch07_20670000_20770000	7	20670000	8.915229e-04
SL2.40ch07_20680000_20780000	7	20680000	1.488215e-03
SL2.40ch07_20690000_20790000	7	20690000	2.101639e-03
SL2.40ch07_20700000_20800000	7	20700000	1.936560e-03
SL2.40ch07_20710000_20810000	7	20710000	2.072793e-03
SL2.40ch07_20720000_20820000	7	20720000	2.109254e-03
SL2.40ch07_20730000_20830000	7	20730000	1.935635e-03
SL2.40ch07_20740000_20840000	7	20740000	1.896991e-03
SL2.40ch07_20750000_20850000	7	20750000	1.892704e-03
SL2.40ch07_20760000_20860000	7	20760000	1.876088e-03
SL2.40ch07_20770000_20870000	7	20770000	2.130919e-03
SL2.40ch07_20780000_20880000	7	20780000	1.781973e-03
SL2.40ch07_20790000_20890000	7	20790000	7.319680e-04
SL2.40ch07_20800000_20900000	7	20800000	8.840516e-04
SL2.40ch07_20810000_20910000	7	20810000	8.787528e-04
SL2.40ch07_20820000_20920000	7	20820000	8.926558e-04
SL2.40ch07_20830000_20930000	7	20830000	8.792153e-04
SL2.40ch07_20840000_20940000	7	20840000	9.962791e-04
SL2.40ch07_20850000_20950000	7	20850000	1.222776e-03
SL2.40ch07_20860000_20960000	7	20860000	1.534051e-03
SL2.40ch07_20870000_20970000	7	20870000	8.116988e-04
SL2.40ch07_20880000_20980000	7	20880000	8.181735e-04
SL2.40ch07_20890000_20990000	7	20890000	1.628538e-03
SL2.40ch07_20900000_21000000	7	20900000	1.630765e-03
SL2.40ch07_20910000_21010000	7	20910000	1.680431e-03
SL2.40ch07_20920000_21020000	7	20920000	1.901915e-03
SL2.40ch07_20930000_21030000	7	20930000	2.185524e-03
SL2.40ch07_20940000_21040000	7	20940000	2.539059e-03
SL2.40ch07_20950000_21050000	7	20950000	2.648049e-03
SL2.40ch07_20960000_21060000	7	20960000	3.016763e-03
SL2.40ch07_20970000_21070000	7	20970000	5.020448e-03
SL2.40ch07_20980000_21080000	7	20980000	5.321181e-03
SL2.40ch07_20990000_21090000	7	20990000	3.180843e-03
SL2.40ch07_21020000_21120000	7	21020000	5.474875e-03
SL2.40ch07_21030000_21130000	7	21030000	4.440408e-03
SL2.40ch07_21040000_21140000	7	21040000	2.932024e-03
SL2.40ch07_21050000_21150000	7	21050000	2.057477e-03
SL2.40ch07_21060000_21160000	7	21060000	1.596786e-03
SL2.40ch07_21070000_21170000	7	21070000	1.325139e-03
SL2.40ch07_21080000_21180000	7	21080000	1.132587e-03
SL2.40ch07_21090000_21190000	7	21090000	9.902127e-04
SL2.40ch07_21100000_21200000	7	21100000	9.474287e-04
SL2.40ch07_21110000_21210000	7	21110000	9.240378e-04
SL2.40ch07_21120000_21220000	7	21120000	5.523370e-04
SL2.40ch07_21130000_21230000	7	21130000	3.835380e-04
SL2.40ch07_21140000_21240000	7	21140000	1.887398e-04
SL2.40ch07_21150000_21250000	7	21150000	2.450563e-04
SL2.40ch07_21160000_21260000	7	21160000	2.672704e-04
SL2.40ch07_21170000_21270000	7	21170000	1.762540e-03
SL2.40ch07_21180000_21280000	7	21180000	2.204615e-03
SL2.40ch07_21190000_21290000	7	21190000	2.149327e-03
SL2.40ch07_21200000_21300000	7	21200000	2.157762e-03
SL2.40ch07_21210000_21310000	7	21210000	2.183647e-03
SL2.40ch07_21220000_21320000	7	21220000	2.107338e-03
SL2.40ch07_21230000_21330000	7	21230000	2.012200e-03
SL2.40ch07_21240000_21340000	7	21240000	2.054403e-03
SL2.40ch07_21250000_21350000	7	21250000	2.311666e-03
SL2.40ch07_21260000_21360000	7	21260000	2.261977e-03
SL2.40ch07_21270000_21370000	7	21270000	9.758892e-04
SL2.40ch07_21280000_21380000	7	21280000	4.221055e-04
SL2.40ch07_21290000_21390000	7	21290000	4.843229e-04
SL2.40ch07_21300000_21400000	7	21300000	3.637255e-04
SL2.40ch07_21310000_21410000	7	21310000	3.445303e-04
SL2.40ch07_21320000_21420000	7	21320000	3.532684e-04
SL2.40ch07_21330000_21430000	7	21330000	3.435387e-04
SL2.40ch07_21340000_21440000	7	21340000	3.279249e-04
SL2.40ch07_21350000_21450000	7	21350000	7.594636e-04
SL2.40ch07_21360000_21460000	7	21360000	7.612050e-04
SL2.40ch07_21370000_21470000	7	21370000	6.702174e-04
SL2.40ch07_21380000_21480000	7	21380000	6.654775e-04
SL2.40ch07_21390000_21490000	7	21390000	7.383252e-04
SL2.40ch07_21400000_21500000	7	21400000	8.466133e-04
SL2.40ch07_21410000_21510000	7	21410000	7.723978e-04
SL2.40ch07_21420000_21520000	7	21420000	7.256982e-04
SL2.40ch07_21430000_21530000	7	21430000	7.071467e-04
SL2.40ch07_21440000_21540000	7	21440000	6.904357e-04
SL2.40ch07_21450000_21550000	7	21450000	4.596304e-04
SL2.40ch07_21460000_21560000	7	21460000	4.749640e-04
SL2.40ch07_21470000_21570000	7	21470000	3.561576e-04
SL2.40ch07_21480000_21580000	7	21480000	3.307426e-04
SL2.40ch07_21490000_21590000	7	21490000	3.191628e-04
SL2.40ch07_21500000_21600000	7	21500000	1.947805e-04
SL2.40ch07_21510000_21610000	7	21510000	2.160436e-04
SL2.40ch07_21520000_21620000	7	21520000	1.904714e-04
SL2.40ch07_21530000_21630000	7	21530000	1.776913e-04
SL2.40ch07_21540000_21640000	7	21540000	2.033222e-04
SL2.40ch07_21550000_21650000	7	21550000	1.188016e-04
SL2.40ch07_21560000_21660000	7	21560000	2.300148e-04
SL2.40ch07_21570000_21670000	7	21570000	3.677825e-04
SL2.40ch07_21580000_21680000	7	21580000	3.668720e-04
SL2.40ch07_21590000_21690000	7	21590000	3.642915e-04
SL2.40ch07_21600000_21700000	7	21600000	3.833484e-04
SL2.40ch07_21610000_21710000	7	21610000	9.250496e-04
SL2.40ch07_21620000_21720000	7	21620000	9.187094e-04
SL2.40ch07_21630000_21730000	7	21630000	9.765060e-04
SL2.40ch07_21640000_21740000	7	21640000	1.021598e-03
SL2.40ch07_21650000_21750000	7	21650000	1.084626e-03
SL2.40ch07_21660000_21760000	7	21660000	1.017062e-03
SL2.40ch07_21670000_21770000	7	21670000	9.393668e-04
SL2.40ch07_21680000_21780000	7	21680000	9.893577e-04
SL2.40ch07_21690000_21790000	7	21690000	1.563663e-03
SL2.40ch07_21700000_21800000	7	21700000	1.421390e-03
SL2.40ch07_21710000_21810000	7	21710000	1.330911e-03
SL2.40ch07_21720000_21820000	7	21720000	1.472667e-03
SL2.40ch07_21730000_21830000	7	21730000	1.520832e-03
SL2.40ch07_21740000_21840000	7	21740000	1.325065e-03
SL2.40ch07_21750000_21850000	7	21750000	1.406878e-03
SL2.40ch07_21760000_21860000	7	21760000	1.561047e-03
SL2.40ch07_21770000_21870000	7	21770000	1.675853e-03
SL2.40ch07_21780000_21880000	7	21780000	1.706376e-03
SL2.40ch07_21790000_21890000	7	21790000	1.467719e-03
SL2.40ch07_21800000_21900000	7	21800000	1.632961e-03
SL2.40ch07_21810000_21910000	7	21810000	1.402738e-03
SL2.40ch07_21820000_21920000	7	21820000	1.378229e-03
SL2.40ch07_21830000_21930000	7	21830000	1.373713e-03
SL2.40ch07_21840000_21940000	7	21840000	2.001669e-03
SL2.40ch07_21850000_21950000	7	21850000	1.537342e-03
SL2.40ch07_21860000_21960000	7	21860000	1.177578e-03
SL2.40ch07_21870000_21970000	7	21870000	1.142539e-03
SL2.40ch07_21880000_21980000	7	21880000	9.581349e-04
SL2.40ch07_21890000_21990000	7	21890000	1.012578e-03
SL2.40ch07_21900000_22000000	7	21900000	1.684940e-03
SL2.40ch07_21910000_22010000	7	21910000	1.930220e-03
SL2.40ch07_21920000_22020000	7	21920000	1.776213e-03
SL2.40ch07_21930000_22030000	7	21930000	1.614550e-03
SL2.40ch07_21940000_22040000	7	21940000	1.770394e-03
SL2.40ch07_21950000_22050000	7	21950000	1.866187e-03
SL2.40ch07_21960000_22060000	7	21960000	2.044996e-03
SL2.40ch07_21970000_22070000	7	21970000	2.135843e-03
SL2.40ch07_21980000_22080000	7	21980000	2.421076e-03
SL2.40ch07_21990000_22090000	7	21990000	2.485279e-03
SL2.40ch07_22000000_22100000	7	22000000	1.535498e-03
SL2.40ch07_22010000_22110000	7	22010000	9.585385e-04
SL2.40ch07_22020000_22120000	7	22020000	9.323132e-04
SL2.40ch07_22030000_22130000	7	22030000	1.314650e-03
SL2.40ch07_22040000_22140000	7	22040000	7.483220e-04
SL2.40ch07_22050000_22150000	7	22050000	7.048182e-04
SL2.40ch07_22060000_22160000	7	22060000	6.161287e-04
SL2.40ch07_22070000_22170000	7	22070000	5.952625e-04
SL2.40ch07_22080000_22180000	7	22080000	5.852720e-04
SL2.40ch07_22090000_22190000	7	22090000	2.327779e-03
SL2.40ch07_22100000_22200000	7	22100000	2.788998e-03
SL2.40ch07_22110000_22210000	7	22110000	2.561075e-03
SL2.40ch07_22120000_22220000	7	22120000	3.275313e-03
SL2.40ch07_22130000_22230000	7	22130000	3.290042e-03
SL2.40ch07_22140000_22240000	7	22140000	3.129223e-03
SL2.40ch07_22150000_22250000	7	22150000	2.788036e-03
SL2.40ch07_22160000_22260000	7	22160000	2.812396e-03
SL2.40ch07_22170000_22270000	7	22170000	2.488799e-03
SL2.40ch07_22180000_22280000	7	22180000	2.158845e-03
SL2.40ch07_22190000_22290000	7	22190000	1.127686e-03
SL2.40ch07_22200000_22300000	7	22200000	7.731828e-04
SL2.40ch07_22210000_22310000	7	22210000	1.668249e-03
SL2.40ch07_22220000_22320000	7	22220000	1.156854e-03
SL2.40ch07_22230000_22330000	7	22230000	1.077594e-03
SL2.40ch07_22240000_22340000	7	22240000	1.065228e-03
SL2.40ch07_22250000_22350000	7	22250000	1.397285e-03
SL2.40ch07_22260000_22360000	7	22260000	1.298734e-03
SL2.40ch07_22270000_22370000	7	22270000	2.428538e-03
SL2.40ch07_22280000_22380000	7	22280000	2.955920e-03
SL2.40ch07_22290000_22390000	7	22290000	3.064590e-03
SL2.40ch07_22300000_22400000	7	22300000	3.232584e-03
SL2.40ch07_22310000_22410000	7	22310000	1.718216e-03
SL2.40ch07_22320000_22420000	7	22320000	2.504059e-03
SL2.40ch07_22330000_22430000	7	22330000	2.424045e-03
SL2.40ch07_22340000_22440000	7	22340000	2.880733e-03
SL2.40ch07_22350000_22450000	7	22350000	2.486258e-03
SL2.40ch07_22360000_22460000	7	22360000	2.360350e-03
SL2.40ch07_22370000_22470000	7	22370000	2.878635e-03
SL2.40ch07_22380000_22480000	7	22380000	2.564681e-03
SL2.40ch07_22390000_22490000	7	22390000	2.735827e-03
SL2.40ch07_22400000_22500000	7	22400000	2.560241e-03
SL2.40ch07_22410000_22510000	7	22410000	2.847443e-03
SL2.40ch07_22420000_22520000	7	22420000	2.416311e-03
SL2.40ch07_22430000_22530000	7	22430000	2.529332e-03
SL2.40ch07_22440000_22540000	7	22440000	2.278666e-03
SL2.40ch07_22450000_22550000	7	22450000	2.126985e-03
SL2.40ch07_22460000_22560000	7	22460000	2.201510e-03
SL2.40ch07_22470000_22570000	7	22470000	1.024262e-03
SL2.40ch07_22480000_22580000	7	22480000	1.057652e-03
SL2.40ch07_22490000_22590000	7	22490000	9.404866e-04
SL2.40ch07_22500000_22600000	7	22500000	1.069559e-03
SL2.40ch07_22510000_22610000	7	22510000	1.153973e-03
SL2.40ch07_22520000_22620000	7	22520000	1.709541e-03
SL2.40ch07_22530000_22630000	7	22530000	1.732618e-03
SL2.40ch07_22540000_22640000	7	22540000	1.718543e-03
SL2.40ch07_22550000_22650000	7	22550000	1.836258e-03
SL2.40ch07_22560000_22660000	7	22560000	1.609559e-03
SL2.40ch07_22570000_22670000	7	22570000	1.586568e-03
SL2.40ch07_22580000_22680000	7	22580000	1.906830e-03
SL2.40ch07_22590000_22690000	7	22590000	1.663292e-03
SL2.40ch07_22600000_22700000	7	22600000	1.559234e-03
SL2.40ch07_22610000_22710000	7	22610000	1.492178e-03
SL2.40ch07_22620000_22720000	7	22620000	9.917320e-04
SL2.40ch07_22630000_22730000	7	22630000	9.512407e-04
SL2.40ch07_22640000_22740000	7	22640000	2.051903e-03
SL2.40ch07_22650000_22750000	7	22650000	1.985509e-03
SL2.40ch07_22660000_22760000	7	22660000	2.172898e-03
SL2.40ch07_22670000_22770000	7	22670000	2.391011e-03
SL2.40ch07_22680000_22780000	7	22680000	2.181850e-03
SL2.40ch07_22690000_22790000	7	22690000	1.908671e-03
SL2.40ch07_22700000_22800000	7	22700000	1.943958e-03
SL2.40ch07_22710000_22810000	7	22710000	1.686652e-03
SL2.40ch07_22720000_22820000	7	22720000	1.806266e-03
SL2.40ch07_22730000_22830000	7	22730000	2.008441e-03
SL2.40ch07_22740000_22840000	7	22740000	2.190157e-04
SL2.40ch07_22750000_22850000	7	22750000	1.932645e-04
SL2.40ch07_22760000_22860000	7	22760000	1.833686e-04
SL2.40ch07_22770000_22870000	7	22770000	1.891883e-04
SL2.40ch07_22780000_22880000	7	22780000	1.810822e-04
SL2.40ch07_22790000_22890000	7	22790000	2.191400e-04
SL2.40ch07_22800000_22900000	7	22800000	2.139739e-04
SL2.40ch07_22810000_22910000	7	22810000	4.365555e-04
SL2.40ch07_22820000_22920000	7	22820000	3.793401e-04
SL2.40ch07_22830000_22930000	7	22830000	6.396867e-04
SL2.40ch07_22840000_22940000	7	22840000	6.509618e-04
SL2.40ch07_22850000_22950000	7	22850000	9.734870e-04
SL2.40ch07_22860000_22960000	7	22860000	1.066214e-03
SL2.40ch07_22870000_22970000	7	22870000	2.874584e-03
SL2.40ch07_22880000_22980000	7	22880000	2.851954e-03
SL2.40ch07_22890000_22990000	7	22890000	2.661922e-03
SL2.40ch07_22900000_23000000	7	22900000	2.490567e-03
SL2.40ch07_22910000_23010000	7	22910000	2.902716e-03
SL2.40ch07_22920000_23020000	7	22920000	2.806501e-03
SL2.40ch07_22930000_23030000	7	22930000	2.730818e-03
SL2.40ch07_22940000_23040000	7	22940000	2.730864e-03
SL2.40ch07_22950000_23050000	7	22950000	2.860684e-03
SL2.40ch07_22960000_23060000	7	22960000	3.043160e-03
SL2.40ch07_22970000_23070000	7	22970000	1.018446e-03
SL2.40ch07_22980000_23080000	7	22980000	1.136745e-03
SL2.40ch07_22990000_23090000	7	22990000	1.397027e-03
SL2.40ch07_23000000_23100000	7	23000000	1.303981e-03
SL2.40ch07_23010000_23110000	7	23010000	2.073214e-04
SL2.40ch07_23020000_23120000	7	23020000	2.788563e-04
SL2.40ch07_23030000_23130000	7	23030000	3.043137e-04
SL2.40ch07_23040000_23140000	7	23040000	3.105040e-04
SL2.40ch07_23050000_23150000	7	23050000	6.035570e-05
SL2.40ch07_23060000_23160000	7	23060000	6.544597e-05
SL2.40ch07_23070000_23170000	7	23070000	7.124130e-04
SL2.40ch07_23080000_23180000	7	23080000	1.180987e-03
SL2.40ch07_23090000_23190000	7	23090000	1.208567e-03
SL2.40ch07_23100000_23200000	7	23100000	1.097970e-03
SL2.40ch07_23110000_23210000	7	23110000	2.354679e-03
SL2.40ch07_23120000_23220000	7	23120000	2.202924e-03
SL2.40ch07_23130000_23230000	7	23130000	2.750712e-03
SL2.40ch07_23140000_23240000	7	23140000	2.544498e-03
SL2.40ch07_23150000_23250000	7	23150000	2.251791e-03
SL2.40ch07_23160000_23260000	7	23160000	1.974728e-03
SL2.40ch07_23170000_23270000	7	23170000	1.788021e-03
SL2.40ch07_23180000_23280000	7	23180000	1.711035e-03
SL2.40ch07_23190000_23290000	7	23190000	2.206539e-03
SL2.40ch07_23200000_23300000	7	23200000	2.453598e-03
SL2.40ch07_23210000_23310000	7	23210000	1.554100e-03
SL2.40ch07_23220000_23320000	7	23220000	1.606299e-03
SL2.40ch07_23230000_23330000	7	23230000	1.204395e-03
SL2.40ch07_23240000_23340000	7	23240000	1.241340e-03
SL2.40ch07_23250000_23350000	7	23250000	1.290236e-03
SL2.40ch07_23260000_23360000	7	23260000	1.580030e-03
SL2.40ch07_23270000_23370000	7	23270000	1.577910e-03
SL2.40ch07_23280000_23380000	7	23280000	1.402569e-03
SL2.40ch07_23290000_23390000	7	23290000	7.260506e-04
SL2.40ch07_23300000_23400000	7	23300000	7.409693e-04
SL2.40ch07_23310000_23410000	7	23310000	7.037146e-04
SL2.40ch07_23320000_23420000	7	23320000	7.066593e-04
SL2.40ch07_23330000_23430000	7	23330000	5.839161e-04
SL2.40ch07_23340000_23440000	7	23340000	7.644548e-04
SL2.40ch07_23350000_23450000	7	23350000	8.334637e-04
SL2.40ch07_23360000_23460000	7	23360000	6.732907e-04
SL2.40ch07_23370000_23470000	7	23370000	5.558123e-04
SL2.40ch07_23380000_23480000	7	23380000	5.783504e-04
SL2.40ch07_23390000_23490000	7	23390000	3.556685e-04
SL2.40ch07_23400000_23500000	7	23400000	3.657936e-04
SL2.40ch07_23410000_23510000	7	23410000	6.992830e-04
SL2.40ch07_23420000_23520000	7	23420000	6.785598e-04
SL2.40ch07_23430000_23530000	7	23430000	6.593731e-04
SL2.40ch07_23440000_23540000	7	23440000	5.607204e-04
SL2.40ch07_23450000_23550000	7	23450000	5.026768e-04
SL2.40ch07_23460000_23560000	7	23460000	4.745270e-04
SL2.40ch07_23470000_23570000	7	23470000	5.926453e-04
SL2.40ch07_23480000_23580000	7	23480000	5.618780e-04
SL2.40ch07_23490000_23590000	7	23490000	5.628758e-04
SL2.40ch07_23500000_23600000	7	23500000	5.832624e-04
SL2.40ch07_23510000_23610000	7	23510000	3.170408e-04
SL2.40ch07_23520000_23620000	7	23520000	2.965525e-04
SL2.40ch07_23530000_23630000	7	23530000	2.915899e-04
SL2.40ch07_23540000_23640000	7	23540000	1.428928e-04
SL2.40ch07_23550000_23650000	7	23550000	1.775812e-04
SL2.40ch07_23560000_23660000	7	23560000	1.614275e-04
SL2.40ch07_23570000_23670000	7	23570000	1.530535e-04
SL2.40ch07_23580000_23680000	7	23580000	8.523114e-04
SL2.40ch07_23590000_23690000	7	23590000	9.195458e-04
SL2.40ch07_23600000_23700000	7	23600000	8.114443e-04
SL2.40ch07_23610000_23710000	7	23610000	7.901253e-04
SL2.40ch07_23620000_23720000	7	23620000	7.947473e-04
SL2.40ch07_23630000_23730000	7	23630000	8.288267e-04
SL2.40ch07_23640000_23740000	7	23640000	1.186724e-03
SL2.40ch07_23650000_23750000	7	23650000	1.205639e-03
SL2.40ch07_23660000_23760000	7	23660000	1.347818e-03
SL2.40ch07_23670000_23770000	7	23670000	1.364639e-03
SL2.40ch07_23680000_23780000	7	23680000	6.056977e-04
SL2.40ch07_23690000_23790000	7	23690000	5.669257e-04
SL2.40ch07_23700000_23800000	7	23700000	6.669066e-04
SL2.40ch07_23710000_23810000	7	23710000	7.261993e-04
SL2.40ch07_23720000_23820000	7	23720000	8.107537e-04
SL2.40ch07_23730000_23830000	7	23730000	8.896960e-04
SL2.40ch07_23740000_23840000	7	23740000	2.987553e-04
SL2.40ch07_23750000_23850000	7	23750000	2.529669e-04
SL2.40ch07_23760000_23860000	7	23760000	2.297002e-04
SL2.40ch07_23770000_23870000	7	23770000	1.838809e-04
SL2.40ch07_23780000_23880000	7	23780000	1.687274e-04
SL2.40ch07_23790000_23890000	7	23790000	1.563043e-04
SL2.40ch07_23800000_23900000	7	23800000	1.585590e-04
SL2.40ch07_23810000_23910000	7	23810000	2.157937e-04
SL2.40ch07_23820000_23920000	7	23820000	2.049635e-04
SL2.40ch07_23830000_23930000	7	23830000	1.938500e-04
SL2.40ch07_23840000_23940000	7	23840000	1.751404e-04
SL2.40ch07_23850000_23950000	7	23850000	4.017366e-04
SL2.40ch07_23860000_23960000	7	23860000	3.667373e-04
SL2.40ch07_23870000_23970000	7	23870000	3.525738e-04
SL2.40ch07_23880000_23980000	7	23880000	3.797433e-04
SL2.40ch07_23890000_23990000	7	23890000	3.903607e-04
SL2.40ch07_23900000_24000000	7	23900000	3.944687e-04
SL2.40ch07_23910000_24010000	7	23910000	3.713096e-04
SL2.40ch07_23920000_24020000	7	23920000	1.746304e-03
SL2.40ch07_23930000_24030000	7	23930000	1.749346e-03
SL2.40ch07_23940000_24040000	7	23940000	1.947723e-03
SL2.40ch07_23950000_24050000	7	23950000	1.856412e-03
SL2.40ch07_23960000_24060000	7	23960000	2.565032e-03
SL2.40ch07_23970000_24070000	7	23970000	2.552217e-03
SL2.40ch07_23980000_24080000	7	23980000	2.549983e-03
SL2.40ch07_23990000_24090000	7	23990000	2.734281e-03
SL2.40ch07_24000000_24100000	7	24000000	2.663912e-03
SL2.40ch07_24010000_24110000	7	24010000	2.448864e-03
SL2.40ch07_24020000_24120000	7	24020000	1.166974e-03
SL2.40ch07_24030000_24130000	7	24030000	1.266726e-03
SL2.40ch07_24040000_24140000	7	24040000	1.277310e-03
SL2.40ch07_24050000_24150000	7	24050000	1.274980e-03
SL2.40ch07_24060000_24160000	7	24060000	5.360356e-04
SL2.40ch07_24070000_24170000	7	24070000	5.391536e-04
SL2.40ch07_24080000_24180000	7	24080000	3.666934e-04
SL2.40ch07_24090000_24190000	7	24090000	5.224733e-04
SL2.40ch07_24100000_24200000	7	24100000	8.038122e-04
SL2.40ch07_24110000_24210000	7	24110000	9.218735e-04
SL2.40ch07_24120000_24220000	7	24120000	9.143836e-04
SL2.40ch07_24130000_24230000	7	24130000	8.523663e-04
SL2.40ch07_24140000_24240000	7	24140000	8.389271e-04
SL2.40ch07_24150000_24250000	7	24150000	8.426709e-04
SL2.40ch07_24160000_24260000	7	24160000	9.575043e-04
SL2.40ch07_24170000_24270000	7	24170000	9.645922e-04
SL2.40ch07_24180000_24280000	7	24180000	8.572916e-04
SL2.40ch07_24190000_24290000	7	24190000	5.586543e-04
SL2.40ch07_24200000_24300000	7	24200000	3.134109e-04
SL2.40ch07_24210000_24310000	7	24210000	1.780318e-04
SL2.40ch07_24220000_24320000	7	24220000	8.400267e-05
SL2.40ch07_24230000_24330000	7	24230000	8.716106e-05
SL2.40ch07_24240000_24340000	7	24240000	4.160378e-05
SL2.40ch07_24250000_24350000	7	24250000	1.919262e-04
SL2.40ch07_24260000_24360000	7	24260000	7.034693e-04
SL2.40ch07_24270000_24370000	7	24270000	7.833468e-04
SL2.40ch07_24280000_24380000	7	24280000	1.634768e-03
SL2.40ch07_24290000_24390000	7	24290000	1.858915e-03
SL2.40ch07_24300000_24400000	7	24300000	1.916437e-03
SL2.40ch07_24310000_24410000	7	24310000	2.144572e-03
SL2.40ch07_24320000_24420000	7	24320000	2.030294e-03
SL2.40ch07_24330000_24430000	7	24330000	2.176806e-03
SL2.40ch07_24340000_24440000	7	24340000	2.237217e-03
SL2.40ch07_24350000_24450000	7	24350000	2.003650e-03
SL2.40ch07_24360000_24460000	7	24360000	1.233754e-03
SL2.40ch07_24370000_24470000	7	24370000	1.700218e-03
SL2.40ch07_24380000_24480000	7	24380000	1.073848e-03
SL2.40ch07_24390000_24490000	7	24390000	9.152872e-04
SL2.40ch07_24400000_24500000	7	24400000	9.489846e-04
SL2.40ch07_24410000_24510000	7	24410000	8.833889e-04
SL2.40ch07_24420000_24520000	7	24420000	9.807266e-04
SL2.40ch07_24430000_24530000	7	24430000	9.072674e-04
SL2.40ch07_24440000_24540000	7	24440000	9.035425e-04
SL2.40ch07_24450000_24550000	7	24450000	9.285428e-04
SL2.40ch07_24460000_24560000	7	24460000	1.045386e-03
SL2.40ch07_24470000_24570000	7	24470000	7.918649e-05
SL2.40ch07_24480000_24580000	7	24480000	8.757400e-05
SL2.40ch07_24490000_24590000	7	24490000	5.754550e-04
SL2.40ch07_24500000_24600000	7	24500000	5.543288e-04
SL2.40ch07_24510000_24610000	7	24510000	5.826239e-04
SL2.40ch07_24520000_24620000	7	24520000	4.848770e-04
SL2.40ch07_24530000_24630000	7	24530000	4.648109e-04
SL2.40ch07_24540000_24640000	7	24540000	5.657062e-04
SL2.40ch07_24550000_24650000	7	24550000	5.658590e-04
SL2.40ch07_24560000_24660000	7	24560000	5.227763e-04
SL2.40ch07_24570000_24670000	7	24570000	4.828523e-04
SL2.40ch07_24580000_24680000	7	24580000	4.226855e-04
SL2.40ch07_24590000_24690000	7	24590000	1.713814e-04
SL2.40ch07_24600000_24700000	7	24600000	1.678803e-04
SL2.40ch07_24610000_24710000	7	24610000	1.793304e-04
SL2.40ch07_24620000_24720000	7	24620000	2.094713e-04
SL2.40ch07_24630000_24730000	7	24630000	2.270371e-04
SL2.40ch07_24640000_24740000	7	24640000	2.114797e-04
SL2.40ch07_24650000_24750000	7	24650000	2.629887e-04
SL2.40ch07_24660000_24760000	7	24660000	2.540921e-04
SL2.40ch07_24670000_24770000	7	24670000	2.900579e-04
SL2.40ch07_24680000_24780000	7	24680000	4.969772e-04
SL2.40ch07_24690000_24790000	7	24690000	5.444312e-04
SL2.40ch07_24700000_24800000	7	24700000	5.315691e-04
SL2.40ch07_24710000_24810000	7	24710000	5.287643e-04
SL2.40ch07_24720000_24820000	7	24720000	5.619289e-04
SL2.40ch07_24730000_24830000	7	24730000	4.974120e-04
SL2.40ch07_24740000_24840000	7	24740000	4.526337e-04
SL2.40ch07_24750000_24850000	7	24750000	3.695979e-04
SL2.40ch07_24760000_24860000	7	24760000	3.850872e-04
SL2.40ch07_24770000_24870000	7	24770000	3.464248e-04
SL2.40ch07_24780000_24880000	7	24780000	1.972329e-04
SL2.40ch07_24790000_24890000	7	24790000	1.840397e-04
SL2.40ch07_24800000_24900000	7	24800000	1.846329e-04
SL2.40ch07_24810000_24910000	7	24810000	1.880034e-04
SL2.40ch07_24820000_24920000	7	24820000	1.185120e-04
SL2.40ch07_24830000_24930000	7	24830000	1.182812e-04
SL2.40ch07_24840000_24940000	7	24840000	2.313297e-04
SL2.40ch07_24850000_24950000	7	24850000	2.756512e-04
SL2.40ch07_24860000_24960000	7	24860000	2.726125e-04
SL2.40ch07_24870000_24970000	7	24870000	2.711571e-04
SL2.40ch07_24880000_24980000	7	24880000	2.328320e-04
SL2.40ch07_24890000_24990000	7	24890000	3.335990e-04
