Chromsome	Gene_ID	Start	End	Length	Eigen_Improvement_Sweep_Region	InterPro_description
ch07	Solyc07g017530.2	7471525	7481340	9816	EDS145	Conserved oligomeric Golgi complex subunit 3 (AHRD V1 ***- COG3_HUMAN)%3B contains Interpro domain(s)  IPR007265  Sec34-like protein 
ch07	Solyc07g017540.2	7490189	7493859	3671	EDS145	Rad51 DNA recombination/repair protein (AHRD V1 ***- B7G0B3_PHATR)%3B contains Interpro domain(s)  IPR011941  DNA repair protein RAD51 
ch07	Solyc07g017550.1	7499331	7505359	6029	EDS145	Receptor-like protein kinase At3g21340 (AHRD V1 *-*- RLK6_ARATH)%3B contains Interpro domain(s)  IPR000719  Protein kinase%2C core 
ch07	Solyc07g017560.2	7530533	7533336	2804	EDS145	Pectinesterase (AHRD V1 ***- B9RR24_RICCO)%3B contains Interpro domain(s)  IPR000070  Pectinesterase%2C catalytic 
ch07	Solyc07g017570.2	7545517	7546734	1218	EDS145	Unknown Protein (AHRD V1)
ch07	Solyc07g017580.1	7595798	7596145	348	EDS145	Unknown Protein (AHRD V1)
ch07	Solyc07g017590.1	7610249	7610413	165	EDS145	Unknown Protein (AHRD V1)%3B contains Interpro domain(s)  IPR000299  FERM domain 
ch07	Solyc07g017600.2	7622116	7627390	5275	EDS145	Pectinesterase (AHRD V1 ***- A9P7W7_POPTR)%3B contains Interpro domain(s)  IPR000070  Pectinesterase%2C catalytic 
ch07	Solyc07g017610.2	7668445	7680370	11926	EDS145	Saccharopine dehydrogenase (NAD(+) L-glutamate-forming) (AHRD V1 *-** C7PUW7_CHIPD)%3B contains Interpro domain(s)  IPR005097  Saccharopine dehydrogenase 
ch07	Solyc07g017620.1	7705954	7707799	1846	EDS145	Ulp1 protease family C-terminal catalytic domain containing protein (AHRD V1 *-*- Q60D46_SOLDE)
ch07	Solyc07g017630.1	7708330	7709800	1471	EDS145	Unknown Protein (AHRD V1)
ch07	Solyc07g017640.2	7715733	7722729	6997	EDS145	Lariat debranching enzyme (AHRD V1 **** B6U6X4_MAIZE)%3B contains Interpro domain(s)  IPR004843  Metallophosphoesterase 
ch07	Solyc07g017650.2	7722362	7723961	1600	EDS145	Alpha-aminoadipic semialdehyde synthase mitochondrial (AHRD V1 **-- B0W052_CULQU)%3B contains Interpro domain(s)  IPR007886  Alanine dehydrogenase/PNT%2C N-terminal 
ch07	Solyc07g017660.1	7724156	7725446	1291	EDS145	Unknown Protein (AHRD V1)
ch07	Solyc07g017670.1	7729264	7730045	782	EDS145	Lysine ketoglutarate reductase/saccharopine dehydrogenase (AHRD V1 ***- D8WKY4_TRITU)
ch07	Solyc07g017680.1	7730448	7734448	4001	EDS145	Lysine ketoglutarate reductase/saccharopine dehydrogenase (AHRD V1 *-*- O04709_MAIZE)%3B contains Interpro domain(s)  IPR005097  Saccharopine dehydrogenase 
ch07	Solyc07g017690.2	7735837	7737744	1908	EDS145	Ulp1 protease family C-terminal catalytic domain containing protein (AHRD V1 ***- Q60D46_SOLDE)
ch07	Solyc07g017700.1	7742456	7743612	1157	EDS145	Uncharacterized conserved protein (AHRD V1 ***- A5CYZ3_PELTS)
ch07	Solyc07g017710.1	7749544	7752422	2879	EDS145	Unknown Protein (AHRD V1)
ch07	Solyc07g017720.1	7762492	7763112	621	EDS145	Glucosyltransferase (AHRD V1 ***- A7M6J8_9ERIC)%3B contains Interpro domain(s)  IPR002213  UDP-glucuronosyl/UDP-glucosyltransferase 
ch07	Solyc07g017730.2	7882255	7885616	3362	EDS145	Glucan endo-1 3-beta-glucosidase 5 (AHRD V1 ***- B6SWD3_MAIZE)%3B contains Interpro domain(s)  IPR013781  Glycoside hydrolase%2C subgroup%2C catalytic core 
ch07	Solyc07g017740.2	7924102	7927333	3232	EDS145	PAS (AHRD V1 *--- A2Q1M3_MEDTR)%3B contains Interpro domain(s)  IPR000014  PAS 
ch07	Solyc07g017750.2	7937097	7939889	2793	EDS145	Flavin-binding kelch domain F box protein (AHRD V1 **-* D7KVS5_ARALY)%3B contains Interpro domain(s)  IPR015915  Kelch-type beta propeller 
ch07	Solyc07g017760.1	7943396	7945924	2529	EDS145	Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7L2S7_ARALY)%3B contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat 
ch07	Solyc07g017770.2	7978855	7995019	16165	EDS145	Homogentisate phytyltransferase (AHRD V1 **-* B2M1Y0_MANES)%3B contains Interpro domain(s)  IPR000537  UbiA prenyltransferase 
ch07	Solyc07g017880.2	8260969	8263025	2057	EDS146	Peroxidase (AHRD V1 **** D4NYQ9_9ROSI)%3B contains Interpro domain(s)  IPR002016  Haem peroxidase%2C plant/fungal/bacterial 
ch07	Solyc07g017890.1	8272021	8272789	769	EDS146	Unknown Protein (AHRD V1)
ch07	Solyc07g017900.2	8283617	8294010	10394	EDS146	Aldose 1-epimerase family protein (AHRD V1 **** D7MN90_ARALY)%3B contains Interpro domain(s)  IPR008183  Aldose 1-epimerase 
ch07	Solyc07g017970.1	8697170	8699576	2407	EDS147	Thaumatin-like protein (AHRD V1 ***- C1K3P2_PYRPY)%3B contains Interpro domain(s)  IPR001938  Thaumatin%2C pathogenesis-related 
ch07	Solyc07g017980.1	8734246	8734614	369	EDS147	Unknown Protein (AHRD V1)
ch07	Solyc07g017990.2	8737595	8770718	33124	EDS147	DNA ligase (AHRD V1 ***- D7MMS2_ARALY)%3B contains Interpro domain(s)  IPR000977  ATP-dependent DNA ligase 
ch07	Solyc07g018000.2	8779431	8791044	11614	EDS147	DNA ligase (AHRD V1 ***- B9IN68_POPTR)%3B contains Interpro domain(s)  IPR001357  BRCT 
ch07	Solyc07g018010.2	8851235	8854777	3543	EDS147	Transcription Factor (AHRD V1 **** Q84LF9_ORYSA)%3B contains Interpro domain(s)  IPR011598  Helix-loop-helix DNA-binding 
ch07	Solyc07g018020.1	8861321	8861539	219	EDS147	Unknown Protein (AHRD V1)
ch07	Solyc07g018030.1	8926523	8926705	183	EDS147	Unknown Protein (AHRD V1)
ch07	Solyc07g018040.1	8937795	8938801	1007	EDS147	Unknown Protein (AHRD V1)
ch07	Solyc07g018060.1	8977086	8979008	1923	EDS147	cDNA clone J013074B07 full insert sequence (AHRD V1 *-*- B7ECA1_ORYSJ)%3B contains Interpro domain(s)  IPR004332  Transposase%2C MuDR%2C plant 
ch07	Solyc07g018070.2	8990175	8994973	4799	EDS147	Heat shock protein-related (Fragment) (AHRD V1 *--- B7ZEI4_ARATH)%3B contains Interpro domain(s)  IPR004176  Clp%2C N-terminal 
ch07	Solyc07g018080.1	9095572	9096350	779	EDS147	Unknown Protein (AHRD V1)%3B contains Interpro domain(s)  IPR005821  Ion transport 
ch07	Solyc07g018090.2	9155563	9159650	4088	EDS147	Unknown Protein (AHRD V1)
ch07	Solyc07g018100.2	9172636	9186689	14054	EDS147	GOP-1 (Fragment) (AHRD V1 *--- Q95UF8_CAEEL)%3B contains Interpro domain(s)  IPR019155  Protein of unknown function FPL 
ch07	Solyc07g018110.1	9189338	9189970	633	EDS147	Unknown Protein (AHRD V1)
ch07	Solyc07g018120.1	9190983	9192097	1115	EDS147	Unknown Protein (AHRD V1)
ch07	Solyc07g018130.1	9223365	9228480	5116	EDS147	Lipid A export ATP-binding/permease protein msbA (AHRD V1 *--- MSBA_LEGPH)%3B contains Interpro domain(s)  IPR003439  ABC transporter-like 
ch07	Solyc07g018140.2	9291230	9296325	5096	EDS147	Serine/threonine protein kinase-like (AHRD V1 **** Q9FGC3_ARATH)%3B contains Interpro domain(s)  IPR002290  Serine/threonine protein kinase 
ch07	Solyc07g018150.1	9298841	9299041	201	EDS147	Unknown Protein (AHRD V1)
ch07	Solyc07g018160.1	9447508	9449031	1524	EDS147	Unknown Protein (AHRD V1)
ch07	Solyc07g018180.1	9642772	9646610	3839	EDS147	Receptor like kinase%2C RLK
ch07	Solyc07g018190.2	9675923	9679700	3778	EDS147	Receptor like kinase%2C RLK
ch07	Solyc07g018200.1	9698942	9699901	960	EDS147	UDP-GlcNAc
ch07	Solyc07g018210.2	9727683	9732768	5086	EDS147	Yip1 domain containing protein expressed (AHRD V1 **-- D8L9M4_WHEAT)%3B contains Interpro domain(s)  IPR006977  Yip1 domain 
ch07	Solyc07g018220.2	9780819	9785964	5146	EDS147	Yip1 domain containing protein expressed (AHRD V1 **-- D8L9M4_WHEAT)%3B contains Interpro domain(s)  IPR006977  Yip1 domain 
ch07	Solyc07g018230.1	9794111	9794449	339	EDS147	Yip1 domain containing protein expressed (AHRD V1 ***- D8L9M4_WHEAT)
ch07	Solyc07g018240.1	9832155	9832976	822	EDS147	Elongation of very long chain fatty acids protein 4 (AHRD V1 *-** B0W9Y0_CULQU)%3B contains Interpro domain(s)  IPR002076  GNS1/SUR4 membrane protein 
ch07	Solyc07g018250.1	9896474	9897304	831	EDS147	Elongation of very long chain fatty acids protein AAEL008004 (AHRD V1 **** C1BRC3_9MAXI)%3B contains Interpro domain(s)  IPR002076  GNS1/SUR4 membrane protein 
ch07	Solyc07g018260.1	9933624	9934226	603	EDS147	Unknown Protein (AHRD V1)
ch07	Solyc07g018270.2	9970191	9981371	11181	EDS147	Vernalization insensitive 3 (Fragment) (AHRD V1 *--- C4PFF9_BRARC)%3B contains Interpro domain(s)  IPR003961  Fibronectin%2C type III 
ch07	Solyc07g018290.2	10023972	10028265	4294	EDS147	AP2-like ethylene-responsive transcription factor At1g16060 (AHRD V1 *-*- AP2L1_ARATH)%3B contains Interpro domain(s)  IPR001471  Pathogenesis-related transcriptional factor and ERF%2C DNA-binding 
ch07	Solyc07g018300.2	10037245	10042545	5301	EDS147	Single-stranded DNA binding protein p30 subunit (AHRD V1 **** C5JUU5_AJEDS)%3B contains Interpro domain(s)  IPR014646  Replication protein A%2C subunit RPA32 
ch07	Solyc07g018310.2	10071952	10074398	2447	EDS147	Unknown Protein (AHRD V1)
ch07	Solyc07g018320.1	10178907	10180454	1548	EDS147	Unknown Protein (AHRD V1)
ch07	Solyc07g018330.1	10247802	10252965	5164	EDS147	Ulp1 protease family C-terminal catalytic domain containing protein (AHRD V1 *-*- Q60D46_SOLDE)
ch07	Solyc07g018340.2	10347622	10358521	10900	EDS147	DNA mismatch repair protein mutS (AHRD V1 *-*- B2WBA4_PYRTR)%3B contains Interpro domain(s)  IPR016151  DNA mismatch repair protein MutS%2C N-terminal 
ch07	Solyc07g018350.2	10375455	10394223	18769	EDS147	DNA mismatch repair protein muts (AHRD V1 *-*- Q16P35_AEDAE)%3B contains Interpro domain(s)  IPR015536  DNA mismatch repair protein MutS-homolog MSH6 
ch07	Solyc07g018360.2	10406673	10413230	6558	EDS147	Elongation factor Ts (AHRD V1 ***- Q9SZD6_ARATH)%3B contains Interpro domain(s)  IPR014039  Translation elongation factor EFTs/EF1B%2C dimerisation 
ch07	Solyc07g018370.1	10421641	10422948	1308	EDS147	Unknown Protein (AHRD V1)
ch07	Solyc07g018380.1	10456375	10456575	201	EDS147	Unknown Protein (AHRD V1)
ch07	Solyc07g018390.1	10519713	10521076	1364	EDS147	Unknown Protein (AHRD V1)
ch07	Solyc07g018400.2	10529844	10530463	620	EDS147	Unknown Protein (AHRD V1)
ch07	Solyc07g018410.1	10586472	10589448	2977	EDS147	Unknown Protein (AHRD V1)
ch07	Solyc07g018420.1	10589733	10591385	1653	EDS147	Ulp1 protease family C-terminal catalytic domain containing protein (AHRD V1 ***- Q60D46_SOLDE)
ch07	Solyc07g018430.2	10781714	10782177	464	EDS147	Unknown Protein (AHRD V1)
ch07	Solyc07g019430.1	11129442	11129642	201	EDS147	Unknown Protein (AHRD V1)
ch07	Solyc07g019440.2	11193230	11198353	5124	EDS147	Glucose-1-phosphate adenylyltransferase (AHRD V1 **** P93223_SOLLC)%3B contains Interpro domain(s)  IPR011831  Glucose-1-phosphate adenylyltransferase 
ch07	Solyc07g019450.2	11422977	11424468	1492	EDS147	Auxin-responsive protein IAA10 (AHRD V1 ***- IAA10_ORYSI)%3B contains Interpro domain(s)  IPR011525  Aux/IAA-ARF-dimerisation 
ch07	Solyc07g019460.2	11523530	11529218	5689	EDS147	Cytochrome P450 NADPH-reductase (AHRD V1 **** B3RFK3_PETHY)%3B contains Interpro domain(s)  IPR015702  NADPH Cytochrome P450 Reductase 
ch07	Solyc07g019470.1	11684621	11684803	183	EDS147	Unknown Protein (AHRD V1)
ch07	Solyc07g019480.1	11723986	11725329	1344	EDS147	Unknown Protein (AHRD V1)%3B contains Interpro domain(s)  IPR003340  Transcriptional factor B3 
ch07	Solyc07g019490.1	11755679	11755831	153	EDS147	Unknown Protein (AHRD V1)
ch07	Solyc07g019500.2	11851886	11852770	885	EDS147	Unknown Protein (AHRD V1)
ch07	Solyc07g019510.2	11854353	11856013	1661	EDS147	Cytochrome c oxidase subunit 1 (AHRD V1 **** Q70G75_9SOLN)%3B contains Interpro domain(s)  IPR000883  Cytochrome c oxidase%2C subunit I 
ch07	Solyc07g019520.1	11856219	11856449	231	EDS147	Unknown Protein (AHRD V1)
ch07	Solyc07g019530.2	11870847	11881688	10842	EDS147	Afadin- and alpha-actinin-binding protein (AHRD V1 **-- ADIP_MOUSE)
ch07	Solyc07g019540.1	12051487	12051636	150	EDS147	Unknown Protein (AHRD V1)
ch07	Solyc07g019550.1	12083412	12087199	3788	EDS147	Response regulator 11 (AHRD V1 ***- Q0WRT0_ARATH)%3B contains Interpro domain(s)  IPR006447  Myb-like DNA-binding region%2C SHAQKYF class 
ch07	Solyc07g019560.1	12150669	12150914	246	EDS147	Type-b response regulator (AHRD V1 ***- B9ID11_POPTR)
ch07	Solyc07g019570.1	12186788	12189647	2860	EDS147	Unknown Protein (AHRD V1)
ch07	Solyc07g019580.1	12307468	12308823	1356	EDS147	Unknown Protein (AHRD V1)
ch07	Solyc07g019590.1	12310076	12310804	729	EDS147	Unknown Protein (AHRD V1)
ch07	Solyc07g019600.1	12343199	12344829	1631	EDS147	Unknown Protein (AHRD V1)
ch07	Solyc07g019610.1	12347324	12349005	1682	EDS147	Unknown Protein (AHRD V1)
ch07	Solyc07g019620.1	12351779	12352211	433	EDS147	Lysyl-tRNA synthetase (AHRD V1 ***- B9N320_POPTR)%3B contains Interpro domain(s)  IPR018149  Lysyl-tRNA synthetase%2C class II%2C C-terminal  IPR018150  Aminoacyl-tRNA synthetase%2C class II (D%2C K and N)-like 
ch07	Solyc07g019630.1	12475381	12477104	1724	EDS147	Unknown Protein (AHRD V1)
ch07	Solyc07g019640.1	12619514	12621171	1658	EDS147	cDNA clone J013074B07 full insert sequence (AHRD V1 *-*- B7ECA1_ORYSJ)%3B contains Interpro domain(s)  IPR004332  Transposase%2C MuDR%2C plant 
ch07	Solyc07g019650.2	12629012	12634496	5485	EDS147	Pentatricopeptide repeat-containing protein At2g32230%2C mitochondrial (AHRD V1 *--- PP179_ARATH)%3B contains Interpro domain(s)  IPR002528  Multi antimicrobial extrusion protein MatE 
ch07	Solyc07g019660.1	12666458	12666634	177	EDS147	Unknown Protein (AHRD V1)
ch07	Solyc07g019670.2	12707106	12716182	9077	EDS147	Fatty acid oxidation complex subunit alpha (AHRD V1 ***- FADJ_ECOHS)%3B contains Interpro domain(s)  IPR006176  3-hydroxyacyl-CoA dehydrogenase%2C NAD binding 
ch07	Solyc07g019680.1	12978941	12980494	1554	EDS147	Unknown Protein (AHRD V1)
ch07	Solyc07g019700.1	13132684	13132854	171	EDS147	Unknown Protein (AHRD V1)
ch07	Solyc07g020700.1	13161689	13164613	2925	EDS147	Unknown Protein (AHRD V1)%3B contains Interpro domain(s)  IPR004332  Transposase%2C MuDR%2C plant 
ch07	Solyc07g020710.2	13283922	13300852	16931	EDS147	Tesmin/TSO1-like CXC domain-containing protein (AHRD V1 *--- Q54TZ5_DICDI)%3B contains Interpro domain(s)  IPR005172  Tesmin/TSO1-like%2C CXC 
ch07	Solyc07g020810.1	13794518	13794832	315	EDS148	Unknown Protein (AHRD V1)
ch07	Solyc07g020820.1	13819856	13820053	198	EDS148	Unknown Protein (AHRD V1)
ch07	Solyc07g020830.1	13971548	13971835	288	EDS148	Unknown Protein (AHRD V1)
ch07	Solyc07g020840.1	13976499	13976669	171	EDS148	Ribosomal protein-like (AHRD V1 ***- Q67V33_ORYSJ)
ch07	Solyc07g020850.1	14174926	14175093	168	EDS148	Ribosomal protein-like (AHRD V1 ***- Q6K1V9_ORYSJ)
ch07	Solyc07g020860.2	14295272	14300912	5641	EDS148	Peroxiredoxin (AHRD V1 **-- D2D300_GOSHI)%3B contains Interpro domain(s)  IPR013740  Redoxin 
ch07	Solyc07g020870.1	14344450	14349988	5539	EDS148	U-box domain-containing protein (AHRD V1 *-*- B6V8G2_HELAN)%3B contains Interpro domain(s)  IPR017986  WD40 repeat%2C region 
ch07	Solyc07g020880.1	14522553	14522756	204	EDS148	Unknown Protein (AHRD V1)
ch07	Solyc07g020890.1	14589808	14590140	333	EDS148	Unknown Protein (AHRD V1)
ch07	Solyc07g020900.1	14595304	14595634	331	EDS148	Serine/threonine-protein kinase Cx32 (AHRD V1 *-*- B6SL17_MAIZE)
ch07	Solyc07g020910.1	14618942	14619641	700	EDS148	T24D18.4 (Fragment) (AHRD V1 ***- Q0WPH2_ARATH)
ch07	Solyc07g020920.1	14650591	14651082	492	EDS148	Unknown Protein (AHRD V1)
ch07	Solyc07g020930.1	14824627	14834966	10340	EDS148	Unknown Protein (AHRD V1)
ch07	Solyc07g020940.1	14879511	14890875	11365	EDS148	Unknown Protein (AHRD V1)
ch07	Solyc07g020950.1	14900325	14908541	8217	EDS148	Unknown Protein (AHRD V1)
ch07	Solyc07g020960.2	15040089	15044408	4320	EDS148	BHLH transcription factor-like protein (AHRD V1 *-** Q5ZAK6_ORYSJ)%3B contains Interpro domain(s)  IPR011598  Helix-loop-helix DNA-binding 
ch07	Solyc07g020970.1	15279297	15279466	170	EDS148	Fw2.2 (AHRD V1 ***- Q8GVB8_SOLPN)
ch07	Solyc07g020980.1	15298172	15298390	219	EDS148	Unknown Protein (AHRD V1)
ch07	Solyc07g020990.1	15302758	15303313	556	EDS148	Lysine-specific histone demethylase 1 homolog 3 (AHRD V1 ***- LDL3_ARATH)
ch07	Solyc07g021000.1	15317293	15317499	207	EDS148	Lysine-specific histone demethylase 1 homolog 3 (AHRD V1 ***- LDL3_ARATH)
ch07	Solyc07g021010.1	15323480	15323644	165	EDS148	Unknown Protein (AHRD V1)
ch07	Solyc07g021020.2	15379657	15383754	4098	EDS148	Glyoxal oxidase-like (AHRD V1 ***- Q8S198_ORYSJ)%3B contains Interpro domain(s)  IPR009880  Glyoxal oxidase%2C N-terminal 
ch07	Solyc07g021030.1	15731550	15732257	708	EDS148	Unknown Protein (AHRD V1)
ch07	Solyc07g021040.1	15738056	15738208	153	EDS148	Alcohol dehydrogenase 2 (AHRD V1 ***- Q84UY3_PETHY)
ch07	Solyc07g021050.1	15741027	15744680	3654	EDS148	Unknown Protein (AHRD V1)
ch07	Solyc07g021060.1	15798409	15798789	381	EDS148	Unknown Protein (AHRD V1)
ch07	Solyc07g021070.1	15844694	15845044	351	EDS148	Unknown Protein (AHRD V1)
ch07	Solyc07g021080.1	15846437	15846802	366	EDS148	Unknown Protein (AHRD V1)%3B contains Interpro domain(s)  IPR001810  Cyclin-like F-box 
ch07	Solyc07g021100.1	15890806	15891198	393	EDS148	Unknown Protein (AHRD V1)
ch07	Solyc07g021110.1	16034255	16034907	653	EDS148	Ycf2 (AHRD V1 *-*- D2KLP5_OLEEU)
ch07	Solyc07g021120.1	16257961	16263317	5357	EDS148	CST complex subunit CTC1 (AHRD V1 ***- CTC1_ARATH)
ch07	Solyc07g021340.2	16969514	16970157	644	EDS149	Unknown Protein (AHRD V1)
ch07	Solyc07g021350.1	17201519	17201834	316	EDS149	F-box-like/WD repeat-containing protein TBL1XR1-B (AHRD V1 *-*- TB1RB_XENLA)
ch07	Solyc07g021360.1	17202080	17202277	198	EDS149	Unknown Protein (AHRD V1)
ch07	Solyc07g021370.1	17502091	17502246	156	EDS150	Unknown Protein (AHRD V1)
ch07	Solyc07g021380.1	17541562	17541927	366	EDS150	ATP synthase subunit b%2C chloroplastic (AHRD V1 ***- ATPF_SOLTU)%3B contains Interpro domain(s)  IPR002146  ATPase%2C F0 complex%2C subunit B/B'%2C bacterial and chloroplast 
ch07	Solyc07g021390.1	17683545	17683724	180	EDS150	Unknown Protein (AHRD V1)
ch07	Solyc07g021400.1	17959524	17965442	5919	EDS150	Zinc finger family protein (AHRD V1 *--- D7LQC2_ARALY)
ch07	Solyc07g021410.1	17997372	17998645	1274	EDS150	Exostosin family-like protein (AHRD V1 **-- Q6Z527_ORYSJ)%3B contains Interpro domain(s)  IPR004263  Exostosin-like 
ch07	Solyc07g021420.1	18001232	18003606	2375	EDS150	Mutator-like transposase (AHRD V1 *-*- Q8W3H2_ORYSA)%3B contains Interpro domain(s)  IPR018289  MULE transposase%2C conserved domain 
ch07	Solyc07g021430.1	18004377	18005872	1496	EDS150	Serine/threonine-protein phosphatase 7 long form homolog (AHRD V1 **-- PPP7L_ARATH)%3B contains Interpro domain(s)  IPR019557  Aminotransferase-like%2C plant mobile domain 
ch07	Solyc07g021440.1	18013935	18014156	222	EDS150	Pentatricopeptide repeat-containing protein At1g74630 (AHRD V1 ***- PP122_ARATH)
ch07	Solyc07g021450.1	18014320	18015968	1649	EDS150	Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7M3D7_ARALY)%3B contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat 
ch07	Solyc07g021460.1	18020257	18021808	1552	EDS150	Glutathione S-transferase 12 (AHRD V1 **** Q4LAW7_CAPCH)%3B contains Interpro domain(s)  IPR017933  Glutathione S-transferase/chloride channel%2C C-terminal 
ch07	Solyc07g021480.1	18094016	18095371	1356	EDS150	Endonuclease/exonuclease/phosphatase (AHRD V1 *-*- A2Q500_MEDTR)
ch07	Solyc07g021490.1	18777252	18778189	938	EDS151	Protein disulfide isomerase 1 (AHRD V1 ***- D2YZU7_DAUCA)%3B contains Interpro domain(s)  IPR012335  Thioredoxin fold 
ch07	Solyc07g021500.1	18815689	18817847	2159	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g021510.1	18830889	18832087	1199	EDS151	Acetyl xylan esterase A (AHRD V1 **-- C3QXY1_9BACE)%3B contains Interpro domain(s)  IPR005181  Protein of unknown function DUF303%2C acetylesterase putative 
ch07	Solyc07g021520.1	19240591	19241337	747	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g021530.2	19301787	19302932	1146	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g021540.2	19310213	19316385	6173	EDS151	FIP1 (AHRD V1 **-- B6TPG9_MAIZE)%3B contains Interpro domain(s)  IPR004182  GRAM 
ch07	Solyc07g021550.2	19453609	19456445	2837	EDS151	Transcripteion factor (Fragment) (AHRD V1 ***- O04239_VICFA)
ch07	Solyc07g021560.1	19485446	19487259	1814	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g021570.1	19698053	19698307	255	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g021580.1	19700815	19701570	756	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g021590.1	19711669	19712053	385	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g021600.1	19816344	19816583	240	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g021610.1	20318235	20318492	258	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g021620.1	20368252	20369652	1401	EDS151	Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7LCN4_ARALY)%3B contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat 
ch07	Solyc07g021630.2	20382871	20389446	6576	EDS151	Branched-chain-amino-acid aminotransferase (AHRD V1 **** Q94CF8_CAPAN)%3B contains Interpro domain(s)  IPR005786  Branched-chain amino acid aminotransferase II 
ch07	Solyc07g021640.1	20533871	20536856	2986	EDS151	Amine oxidase carotenoid isomerase-like protein (AHRD V1 *--- D7G422_ECTSI)
ch07	Solyc07g021650.1	20540534	20540692	159	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g021660.1	20896349	20897374	1026	EDS151	Ubiquitin-conjugating enzyme E2 I (AHRD V1 ***- B6SLY7_MAIZE)%3B contains Interpro domain(s)  IPR000608  Ubiquitin-conjugating enzyme%2C E2 
ch07	Solyc07g021670.1	20909964	20910292	329	EDS151	Ubiquitin carrier protein (AHRD V1 *-*- A5B6X4_VITVI)%3B contains Interpro domain(s)  IPR000608  Ubiquitin-conjugating enzyme%2C E2 
ch07	Solyc07g021680.1	20942121	20942525	405	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g021690.1	20986411	20986770	360	EDS151	Retrotransposon gag protein (AHRD V1 **-- Q0KIS1_SOLDE)
ch07	Solyc07g021700.2	21207606	21210896	3291	EDS151	N-myc downstream regulated (Fragment) (AHRD V1 **-- Q177C7_AEDAE)%3B contains Interpro domain(s)  IPR015511  Pollen specific protein SF21 
ch07	Solyc07g021710.2	21223195	21224532	1338	EDS151	Phosphatase (AHRD V1 ***- D2V497_NAEGR)%3B contains Interpro domain(s)  IPR006384  Pyridoxal phosphate phosphatase-related 
ch07	Solyc07g021720.1	21234174	21234434	261	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g021730.1	21297606	21297860	255	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g021740.1	21298928	21299375	448	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g021750.1	21306323	21307303	981	EDS151	Cytidine deaminase (AHRD V1 ***- Q9XEX5_ARATH)%3B contains Interpro domain(s)  IPR006263  Cytidine deaminase%2C homodimeric 
ch07	Solyc07g021760.1	21310249	21314662	4414	EDS151	Ulp1 protease family C-terminal catalytic domain containing protein (AHRD V1 *-*- Q60D46_SOLDE)%3B contains Interpro domain(s)  IPR015410  Region of unknown function DUF1985 
ch07	Solyc07g022760.2	21372129	21404998	32870	EDS151	Pre-mRNA-processing factor 40 homolog A (AHRD V1 *--- PR40A_MOUSE)%3B contains Interpro domain(s)  IPR002713  FF domain 
ch07	Solyc07g022770.1	21539117	21551211	12095	EDS151	Ca-transporting ATPase (AHRD V1 ***- B0D3J7_LACBS)%3B contains Interpro domain(s)  IPR001757  ATPase%2C P-type%2C K/Mg/Cd/Cu/Zn/Na/Ca/Na/H-transporter 
ch07	Solyc07g022780.2	21560309	21580902	20594	EDS151	Calcium-transporting ATPase (AHRD V1 ***- A8NHF4_COPC7)%3B contains Interpro domain(s)  IPR001757  ATPase%2C P-type%2C K/Mg/Cd/Cu/Zn/Na/Ca/Na/H-transporter 
ch07	Solyc07g022790.2	21601277	21625035	23759	EDS151	Calcium-transporting ATPase (AHRD V1 **** A8NHF4_COPC7)%3B contains Interpro domain(s)  IPR000695  ATPase%2C P-type%2C H+ transporting proton pump 
ch07	Solyc07g022800.1	21723704	21723883	180	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g022810.1	22347636	22348604	969	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g022820.2	22368014	22369296	1283	EDS151	Unknown Protein (AHRD V1)
ch07	Solyc07g022830.2	22385100	22390507	5408	EDS151	Xenotropic and polytropic retrovirus receptor (AHRD V1 **-- B2GU54_XENTR)%3B contains Interpro domain(s)  IPR004342  EXS%2C C-terminal 
ch07	Solyc07g022840.1	22795953	22797361	1409	EDS151	Os12g0581300 protein (Fragment) (AHRD V1 *-*- Q0IMB2_ORYSJ)%3B contains Interpro domain(s)  IPR006873  Protein of unknown function DUF620 
ch07	Solyc07g022850.1	22800905	22801207	303	EDS151	Lipoxygenase (AHRD V1 ***- B6D1W5_OLEEU)%3B contains Interpro domain(s)  IPR001246  Lipoxygenase%2C plant 
