SNP	CHR	BP	P	-log10P
SL2.40ch07_23880000_23980000	7	23880000	3.797433e-04	3.420509879871227
SL2.40ch07_23890000_23990000	7	23890000	3.903607e-04	3.408533911887181
SL2.40ch07_23900000_24000000	7	23900000	3.944687e-04	3.403987451153089
SL2.40ch07_23910000_24010000	7	23910000	3.713096e-04	3.430263822190137
SL2.40ch07_24060000_24160000	7	24060000	5.360356e-04	3.2708063663330904
SL2.40ch07_24070000_24170000	7	24070000	5.391536e-04	3.268287490603027
SL2.40ch07_24080000_24180000	7	24080000	3.666934e-04	3.435696906699816
SL2.40ch07_24090000_24190000	7	24090000	5.224733e-04	3.281935898439777
SL2.40ch07_24100000_24200000	7	24100000	8.038122e-04	3.09484540651364
SL2.40ch07_24110000_24210000	7	24110000	9.218735e-04	3.0353286689909664
SL2.40ch07_24120000_24220000	7	24120000	9.143836e-04	3.038871571866247
SL2.40ch07_24130000_24230000	7	24130000	8.523663e-04	3.0693737293160743
SL2.40ch07_24140000_24240000	7	24140000	8.389271e-04	3.0762757762908093
SL2.40ch07_24150000_24250000	7	24150000	8.426709e-04	3.0743420033347637
SL2.40ch07_24160000_24260000	7	24160000	9.575043e-04	3.018859267007299
SL2.40ch07_24170000_24270000	7	24170000	9.645922e-04	3.0156562542435523
SL2.40ch07_24180000_24280000	7	24180000	8.572916e-04	3.066871431599896
SL2.40ch07_24190000_24290000	7	24190000	5.586543e-04	3.252856854091045
SL2.40ch07_24200000_24300000	7	24200000	3.134109e-04	3.5038859034400702
SL2.40ch07_24210000_24310000	7	24210000	1.780318e-04	3.7495024171796953
SL2.40ch07_24220000_24320000	7	24220000	8.400267e-05	4.075706909797187
SL2.40ch07_24230000_24330000	7	24230000	8.716106e-05	4.05967749676732
SL2.40ch07_24240000_24340000	7	24240000	4.160378e-05	4.380867208830894
SL2.40ch07_24250000_24350000	7	24250000	1.919262e-04	3.716865735328388
SL2.40ch07_24260000_24360000	7	24260000	7.034693e-04	3.1527548507971366
SL2.40ch07_24270000_24370000	7	24270000	7.833468e-04	3.1060459263431373
SL2.40ch07_24390000_24490000	7	24390000	9.152872e-04	3.0384426110654825
SL2.40ch07_24400000_24500000	7	24400000	9.489846e-04	3.022740835190503
SL2.40ch07_24410000_24510000	7	24410000	8.833889e-04	3.0538480620609145
SL2.40ch07_24420000_24520000	7	24420000	9.807266e-04	3.008452045280622
SL2.40ch07_24430000_24530000	7	24430000	9.072674e-04	3.0422646939441362
SL2.40ch07_24440000_24540000	7	24440000	9.035425e-04	3.0440514146787216
SL2.40ch07_24450000_24550000	7	24450000	9.285428e-04	3.0321980732107616
SL2.40ch07_24460000_24560000	7	24460000	1.045386e-03	2.9807233203502443
SL2.40ch07_24470000_24570000	7	24470000	7.918649e-05	4.101348907033403
SL2.40ch07_24480000_24580000	7	24480000	8.757400e-05	4.057624813153422
SL2.40ch07_24490000_24590000	7	24490000	5.754550e-04	3.239988632096391
SL2.40ch07_24500000_24600000	7	24500000	5.543288e-04	3.2562325571712827
SL2.40ch07_24510000_24610000	7	24510000	5.826239e-04	3.2346117040110953
SL2.40ch07_24520000_24620000	7	24520000	4.848770e-04	3.314368416028809
SL2.40ch07_24530000_24630000	7	24530000	4.648109e-04	3.3327236961204205
SL2.40ch07_24540000_24640000	7	24540000	5.657062e-04	3.2474090614734274
SL2.40ch07_24550000_24650000	7	24550000	5.658590e-04	3.247291772258033
SL2.40ch07_24560000_24660000	7	24560000	5.227763e-04	3.2816841093327493
SL2.40ch07_24570000_24670000	7	24570000	4.828523e-04	3.316185695552214
SL2.40ch07_24580000_24680000	7	24580000	4.226855e-04	3.373982650155364
SL2.40ch07_24590000_24690000	7	24590000	1.713814e-04	3.766036313776257
SL2.40ch07_24600000_24700000	7	24600000	1.678803e-04	3.7750002633810373
SL2.40ch07_24610000_24710000	7	24610000	1.793304e-04	3.746346082812934
SL2.40ch07_24620000_24720000	7	24620000	2.094713e-04	3.6788754720077823
SL2.40ch07_24630000_24730000	7	24630000	2.270371e-04	3.643903169200031
SL2.40ch07_24640000_24740000	7	24640000	2.114797e-04	3.674731314346163
SL2.40ch07_24650000_24750000	7	24650000	2.629887e-04	3.5800629117120537
SL2.40ch07_24660000_24760000	7	24660000	2.540921e-04	3.5950088374279545
SL2.40ch07_24670000_24770000	7	24670000	2.900579e-04	3.5375153016161933
SL2.40ch07_24680000_24780000	7	24680000	4.969772e-04	3.3036635350922627
SL2.40ch07_24690000_24790000	7	24690000	5.444312e-04	3.2640569944173254
SL2.40ch07_24700000_24800000	7	24700000	5.315691e-04	3.2744402724424835
SL2.40ch07_24710000_24810000	7	24710000	5.287643e-04	3.2767378743173974
SL2.40ch07_24720000_24820000	7	24720000	5.619289e-04	3.250318631568083
SL2.40ch07_24730000_24830000	7	24730000	4.974120e-04	3.3032837416416387
SL2.40ch07_24740000_24840000	7	24740000	4.526337e-04	3.3442531145898875
SL2.40ch07_24750000_24850000	7	24750000	3.695979e-04	3.4322705050412248
SL2.40ch07_24760000_24860000	7	24760000	3.850872e-04	3.414440916749264
SL2.40ch07_24770000_24870000	7	24770000	3.464248e-04	3.4603910250911216
SL2.40ch07_24780000_24880000	7	24780000	1.972329e-04	3.705020639614438
SL2.40ch07_24790000_24890000	7	24790000	1.840397e-04	3.7350884833427487
SL2.40ch07_24800000_24900000	7	24800000	1.846329e-04	3.7336909088607366
SL2.40ch07_24810000_24910000	7	24810000	1.880034e-04	3.725834296545435
SL2.40ch07_24820000_24920000	7	24820000	1.185120e-04	3.9262376726924804
SL2.40ch07_24830000_24930000	7	24830000	1.182812e-04	3.9270842780693673
SL2.40ch07_24840000_24940000	7	24840000	2.313297e-04	3.635768605370035
SL2.40ch07_24850000_24950000	7	24850000	2.756512e-04	3.559640112554406
SL2.40ch07_24860000_24960000	7	24860000	2.726125e-04	3.56445423450075
SL2.40ch07_24870000_24970000	7	24870000	2.711571e-04	3.5667790194769053
SL2.40ch07_24880000_24980000	7	24880000	2.328320e-04	3.632957331288648
SL2.40ch07_24890000_24990000	7	24890000	3.335990e-04	3.476775259878222
SL2.40ch07_24900000_25000000	7	24900000	4.906451e-04	3.3092325340323963
SL2.40ch07_24910000_25010000	7	24910000	4.551437e-04	3.341851464300848
SL2.40ch07_24920000_25020000	7	24920000	8.358599e-04	3.077866509350184
SL2.40ch07_24930000_25030000	7	24930000	8.984654e-04	3.046498642960581
SL2.40ch07_24940000_25040000	7	24940000	7.946458e-04	3.09982640767475
SL2.40ch07_24950000_25050000	7	24950000	7.616252e-04	3.118258694823312
SL2.40ch07_24960000_25060000	7	24960000	8.199889e-04	3.086192026520402
SL2.40ch07_24970000_25070000	7	24970000	9.410330e-04	3.0263951465338392
SL2.40ch07_24980000_25080000	7	24980000	8.903312e-04	3.0504484073152924
SL2.40ch07_24990000_25090000	7	24990000	8.317247e-04	3.0800204009400605
SL2.40ch07_25000000_25100000	7	25000000	7.328038e-04	3.135012287273131
SL2.40ch07_25010000_25110000	7	25010000	7.066586e-04	3.1507903513316884
SL2.40ch07_25020000_25120000	7	25020000	3.723710e-04	3.4290241489323425
SL2.40ch07_25030000_25130000	7	25030000	8.531377e-04	3.068980866225533
SL2.40ch07_25040000_25140000	7	25040000	9.320264e-04	3.030571785916469
SL2.40ch07_25050000_25150000	7	25050000	9.665434e-04	3.0147786403862398
SL2.40ch07_25060000_25160000	7	25060000	9.298819e-04	3.031572205677505
SL2.40ch07_25070000_25170000	7	25070000	8.595418e-04	3.065732998479048
SL2.40ch07_25080000_25180000	7	25080000	8.510564e-04	3.0700416580151315
SL2.40ch07_25160000_25260000	7	25160000	1.037545e-03	2.983993058155274
SL2.40ch07_25170000_25270000	7	25170000	9.633744e-04	3.016204898489153
SL2.40ch07_25190000_25290000	7	25190000	4.877613e-04	3.3117926604863945
SL2.40ch07_25200000_25300000	7	25200000	9.228448e-04	3.0348713305786412
SL2.40ch07_25210000_25310000	7	25210000	4.683686e-04	3.329412228253468
SL2.40ch07_25220000_25320000	7	25220000	8.596931e-04	3.0656565589473916
SL2.40ch07_25230000_25330000	7	25230000	7.810278e-04	3.1073335075161395
SL2.40ch07_25240000_25340000	7	25240000	7.903496e-04	3.102180762170147
SL2.40ch07_25250000_25350000	7	25250000	8.281549e-04	3.081888424177101
SL2.40ch07_25260000_25360000	7	25260000	9.232414e-04	3.034684729114232
SL2.40ch07_25300000_25400000	7	25300000	8.257043e-04	3.0831754537334937
SL2.40ch07_25310000_25410000	7	25310000	1.033691e-03	2.985609264966044
SL2.40ch07_25320000_25420000	7	25320000	5.892270e-04	3.229717360807089
SL2.40ch07_25330000_25430000	7	25330000	6.793775e-04	3.167888840432803
SL2.40ch07_25340000_25440000	7	25340000	1.018056e-03	2.9922283321936822
SL2.40ch07_25350000_25450000	7	25350000	9.937980e-04	3.0027018815991777
SL2.40ch07_25360000_25460000	7	25360000	1.017864e-03	2.9923102455702124
SL2.40ch07_25370000_25470000	7	25370000	8.910049e-04	3.050119907593754
SL2.40ch07_25380000_25480000	7	25380000	8.716437e-04	3.059661004454807
SL2.40ch07_25390000_25490000	7	25390000	8.309841e-04	3.0804072859009968
SL2.40ch07_25400000_25500000	7	25400000	8.070770e-04	3.0930850289956062
SL2.40ch07_25410000_25510000	7	25410000	6.938119e-04	3.1587582555749423
SL2.40ch07_25420000_25520000	7	25420000	7.280676e-04	3.13782829521444
SL2.40ch07_25430000_25530000	7	25430000	6.863085e-04	3.1634806222950544
SL2.40ch07_25440000_25540000	7	25440000	2.356146e-04	3.627797801733072
SL2.40ch07_25450000_25550000	7	25450000	2.458630e-04	3.609306823456795
SL2.40ch07_25460000_25560000	7	25460000	2.908068e-04	3.536395442489929
SL2.40ch07_25470000_25570000	7	25470000	2.525286e-04	3.5976894289560173
SL2.40ch07_25480000_25580000	7	25480000	2.646931e-04	3.5772573797072758
SL2.40ch07_25490000_25590000	7	25490000	7.415347e-04	3.1298685214179094
SL2.40ch07_25500000_25600000	7	25500000	1.030975e-03	2.986751865748187
SL2.40ch07_25510000_25610000	7	25510000	1.004211e-03	2.998175025728913
SL2.40ch07_25520000_25620000	7	25520000	1.046394e-03	2.9803047592476006
SL2.40ch07_25530000_25630000	7	25530000	1.040437e-03	2.982784211829773
SL2.40ch07_25540000_25640000	7	25540000	1.029836e-03	2.9872319306015442
SL2.40ch07_25550000_25650000	7	25550000	1.046444e-03	2.980284007785615
SL2.40ch07_25560000_25660000	7	25560000	1.028785e-03	2.987675376520086
SL2.40ch07_25590000_25690000	7	25590000	5.504785e-04	3.259259638569981
SL2.40ch07_25600000_25700000	7	25600000	1.588265e-04	3.7990770343799403
SL2.40ch07_25610000_25710000	7	25610000	6.108018e-04	3.2140996917712883
SL2.40ch07_25620000_25720000	7	25620000	5.347589e-04	3.2718419787270294
SL2.40ch07_25630000_25730000	7	25630000	5.525777e-04	3.257606645590996
SL2.40ch07_25640000_25740000	7	25640000	5.705636e-04	3.2436959382930133
SL2.40ch07_25650000_25750000	7	25650000	5.438307e-04	3.264536279528477
SL2.40ch07_25660000_25760000	7	25660000	6.261574e-04	3.2033164825100036
SL2.40ch07_25670000_25770000	7	25670000	6.026640e-04	3.219924750241569
SL2.40ch07_25680000_25780000	7	25680000	6.138002e-04	3.2119729743941243
SL2.40ch07_25690000_25790000	7	25690000	6.184350e-04	3.2087059397289104
SL2.40ch07_25700000_25800000	7	25700000	6.240621e-04	3.20477219181531
SL2.40ch07_25710000_25810000	7	25710000	2.426904e-04	3.6149474025287383
SL2.40ch07_25720000_25820000	7	25720000	2.466133e-04	3.6079835053524043
SL2.40ch07_25730000_25830000	7	25730000	2.530103e-04	3.5968617984205844
SL2.40ch07_25740000_25840000	7	25740000	2.544787e-04	3.5943485624808114
SL2.40ch07_25750000_25850000	7	25750000	2.568578e-04	3.5903072415202386
SL2.40ch07_25760000_25860000	7	25760000	2.344213e-04	3.630002929973941
SL2.40ch07_25770000_25870000	7	25770000	2.441341e-04	3.6123715552509266
SL2.40ch07_25780000_25880000	7	25780000	2.428391e-04	3.6146813853599435
SL2.40ch07_25790000_25890000	7	25790000	2.271057e-04	3.6437719655271548
SL2.40ch07_25800000_25900000	7	25800000	2.115571e-04	3.674572394870248
SL2.40ch07_25810000_25910000	7	25810000	1.199054e-04	3.9211612577902835
SL2.40ch07_25820000_25920000	7	25820000	1.091087e-04	3.962140618693501
SL2.40ch07_25830000_25930000	7	25830000	1.172844e-04	3.930759749559396
SL2.40ch07_25840000_25940000	7	25840000	1.261215e-04	3.899210872701734
SL2.40ch07_25850000_25950000	7	25850000	1.360508e-04	3.8662989001571817
SL2.40ch07_25860000_25960000	7	25860000	7.532178e-05	4.123079425311726
SL2.40ch07_25870000_25970000	7	25870000	1.576561e-04	3.802289220951041
SL2.40ch07_25880000_25980000	7	25880000	2.151422e-04	3.667274394681891
SL2.40ch07_25890000_25990000	7	25890000	2.402752e-04	3.619291052579249
SL2.40ch07_25900000_26000000	7	25900000	2.436373e-04	3.6132562220157918
SL2.40ch07_25910000_26010000	7	25910000	2.184657e-04	3.6606167393345563
SL2.40ch07_25920000_26020000	7	25920000	2.294665e-04	3.63928070850185
SL2.40ch07_25930000_26030000	7	25930000	2.123785e-04	3.672889450886116
SL2.40ch07_25940000_26040000	7	25940000	2.105233e-04	3.67669983093788
SL2.40ch07_25950000_26050000	7	25950000	2.095424e-04	3.678728086192189
SL2.40ch07_25960000_26060000	7	25960000	1.951635e-04	3.7096014019911268
SL2.40ch07_25970000_26070000	7	25970000	1.123695e-04	3.9493515515711137
SL2.40ch07_25980000_26080000	7	25980000	8.177447e-05	4.0873822619608084
SL2.40ch07_25990000_26090000	7	25990000	5.185022e-05	4.285249396563594
SL2.40ch07_26000000_26100000	7	26000000	5.073695e-05	4.294675643499437
SL2.40ch07_26010000_26110000	7	26010000	6.980600e-05	4.156107247077381
SL2.40ch07_26020000_26120000	7	26020000	1.383933e-04	3.8588849347597716
SL2.40ch07_26030000_26130000	7	26030000	1.453784e-04	3.8375001151940435
SL2.40ch07_26040000_26140000	7	26040000	1.490751e-04	3.826594890656155
SL2.40ch07_26220000_26320000	7	26220000	7.183406e-04	3.143669586918124
SL2.40ch07_26230000_26330000	7	26230000	7.803631e-04	3.1077032747019993
SL2.40ch07_26240000_26340000	7	26240000	7.487377e-04	3.1256702989812686
SL2.40ch07_26250000_26350000	7	26250000	7.347472e-04	3.133862060276604
SL2.40ch07_26260000_26360000	7	26260000	6.678654e-04	3.175311055379864
SL2.40ch07_26270000_26370000	7	26270000	6.349980e-04	3.1972276425668142
SL2.40ch07_26280000_26380000	7	26280000	6.474299e-04	3.1888072476193363
SL2.40ch07_26290000_26390000	7	26290000	6.090253e-04	3.21536466562301
SL2.40ch07_26300000_26400000	7	26300000	6.104976e-04	3.2143160390226293
SL2.40ch07_26310000_26410000	7	26310000	1.932516e-04	3.7138769017134177
SL2.40ch07_26320000_26420000	7	26320000	1.797642e-04	3.745296793640132
SL2.40ch07_26330000_26430000	7	26330000	5.815961e-04	3.235378514381065
SL2.40ch07_26340000_26440000	7	26340000	5.755814e-04	3.2398932488005485
SL2.40ch07_26350000_26450000	7	26350000	7.346410e-04	3.133924837525065
SL2.40ch07_26360000_26460000	7	26360000	7.528489e-04	3.1232921798166604
SL2.40ch07_26370000_26470000	7	26370000	7.707224e-04	3.113102018651172
SL2.40ch07_26380000_26480000	7	26380000	7.572303e-04	3.120772016394028
SL2.40ch07_26390000_26490000	7	26390000	7.526747e-04	3.1233926818600497
SL2.40ch07_26400000_26500000	7	26400000	9.888210e-04	3.0048823188660254
SL2.40ch07_26420000_26520000	7	26420000	1.007582e-03	2.9967195995805347
SL2.40ch07_26430000_26530000	7	26430000	5.659083e-04	3.2472539363566573
SL2.40ch07_26440000_26540000	7	26440000	6.227575e-04	3.2056810334598613
SL2.40ch07_26450000_26550000	7	26450000	4.273952e-04	3.369170359629177
SL2.40ch07_26460000_26560000	7	26460000	4.210375e-04	3.375679221699282
SL2.40ch07_26470000_26570000	7	26470000	5.136088e-04	3.289367543820239
SL2.40ch07_26480000_26580000	7	26480000	7.543082e-04	3.1224511710916993
SL2.40ch07_26590000_26690000	7	26590000	7.619468e-04	3.1180753505409884
SL2.40ch07_26600000_26700000	7	26600000	9.279698e-04	3.032466157301365
SL2.40ch07_26660000_26760000	7	26660000	3.050953e-05	4.5155644826223815
SL2.40ch07_26670000_26770000	7	26670000	3.189602e-05	4.4962635050266595
SL2.40ch07_26680000_26780000	7	26680000	1.229767e-06	5.910177165145812
SL2.40ch07_26690000_26790000	7	26690000	2.305333e-06	5.6372663329133985
SL2.40ch07_26700000_26800000	7	26700000	2.450950e-06	5.610665548374844
SL2.40ch07_26710000_26810000	7	26710000	2.450950e-06	5.610665548374844
SL2.40ch07_26720000_26820000	7	26720000	1.581419e-06	5.800953047664743
SL2.40ch07_26730000_26830000	7	26730000	1.507865e-06	5.821637539354544
SL2.40ch07_26740000_26840000	7	26740000	4.615594e-04	3.335772399877102
SL2.40ch07_26850000_26950000	7	26850000	9.183536e-04	3.036990067207671
SL2.40ch07_26860000_26960000	7	26860000	6.202823e-04	3.2074106114224987
SL2.40ch07_26870000_26970000	7	26870000	6.639769e-04	3.1778470296335515
SL2.40ch07_26880000_26980000	7	26880000	7.074003e-04	3.1503347603421368
SL2.40ch07_26890000_26990000	7	26890000	7.272079e-04	3.1383414118161066
SL2.40ch07_26900000_27000000	7	26900000	4.820530e-04	3.3169052100139664
SL2.40ch07_26910000_27010000	7	26910000	3.579617e-04	3.446163438072528
SL2.40ch07_26920000_27020000	7	26920000	3.733975e-04	3.427828594099419
SL2.40ch07_26930000_27030000	7	26930000	4.136640e-04	3.383352272872064
SL2.40ch07_26940000_27040000	7	26940000	7.341361e-06	5.134223419648316
SL2.40ch07_26950000_27050000	7	26950000	3.132129e-05	4.504160359374488
SL2.40ch07_26960000_27060000	7	26960000	3.015274e-05	4.520673217095563
SL2.40ch07_26970000_27070000	7	26970000	4.356875e-05	4.360824899919418
SL2.40ch07_26980000_27080000	7	26980000	4.349802e-05	4.361530511382028
SL2.40ch07_26990000_27090000	7	26990000	4.017998e-05	4.39599028376228
SL2.40ch07_27000000_27100000	7	27000000	3.942120e-05	4.404270159725623
SL2.40ch07_27010000_27110000	7	27010000	1.471455e-04	3.832253014944267
SL2.40ch07_27020000_27120000	7	27020000	1.549676e-04	3.809759092875385
SL2.40ch07_27030000_27130000	7	27030000	1.665429e-04	3.7784738772721003
SL2.40ch07_27040000_27140000	7	27040000	1.826125e-04	3.7384694979122326
SL2.40ch07_27050000_27150000	7	27050000	1.903788e-04	3.7203814149622136
SL2.40ch07_27060000_27160000	7	27060000	1.965253e-04	3.7065815320920894
SL2.40ch07_27070000_27170000	7	27070000	1.871600e-04	3.7277869634798573
SL2.40ch07_27080000_27180000	7	27080000	4.134803e-04	3.3835451772966905
SL2.40ch07_27090000_27190000	7	27090000	4.464939e-04	3.3501844700664454
SL2.40ch07_27100000_27200000	7	27100000	4.965264e-04	3.3040576553871026
SL2.40ch07_27110000_27210000	7	27110000	5.473655e-04	3.261722579289439
SL2.40ch07_27300000_27400000	7	27300000	6.264657e-04	3.2031027023370617
SL2.40ch07_27310000_27410000	7	27310000	6.431913e-04	3.191659838618352
SL2.40ch07_27320000_27420000	7	27320000	6.323167e-04	3.1990653479636726
SL2.40ch07_27330000_27430000	7	27330000	8.715417e-04	3.0597118286955385
SL2.40ch07_27340000_27440000	7	27340000	1.015877e-03	2.993158872224363
SL2.40ch07_27350000_27450000	7	27350000	9.211948e-04	3.0356485222250447
SL2.40ch07_27360000_27460000	7	27360000	8.870865e-04	3.052034029952865
SL2.40ch07_27370000_27470000	7	27370000	8.778533e-04	3.056578053938592
SL2.40ch07_27380000_27480000	7	27380000	8.357148e-04	3.077941906674016
SL2.40ch07_27390000_27490000	7	27390000	1.735761e-04	3.760510073817822
SL2.40ch07_27400000_27500000	7	27400000	1.742304e-04	3.758876066318128
SL2.40ch07_27410000_27510000	7	27410000	1.984863e-04	3.702269463912117
SL2.40ch07_27420000_27520000	7	27420000	2.950383e-04	3.5301216030083324
SL2.40ch07_27660000_27760000	7	27660000	8.867233e-04	3.052211879638927
SL2.40ch07_27670000_27770000	7	27670000	9.115926e-04	3.0401992089328758
SL2.40ch07_27680000_27780000	7	27680000	9.878135e-04	3.005325042827799
SL2.40ch07_27690000_27790000	7	27690000	8.052193e-04	3.094085824216755
SL2.40ch07_27750000_27850000	7	27750000	1.039741e-03	2.9830748302005894
SL2.40ch07_27760000_27860000	7	27760000	1.017092e-03	2.992639761644382
SL2.40ch07_27770000_27870000	7	27770000	9.130825e-04	3.0394899807613625
SL2.40ch07_27780000_27880000	7	27780000	8.045514e-04	3.0944462051096457
SL2.40ch07_27790000_27890000	7	27790000	7.907777e-04	3.101945586327891
SL2.40ch07_27800000_27900000	7	27800000	4.211577e-04	3.3755552547208922
SL2.40ch07_27810000_27910000	7	27810000	3.530695e-04	3.452139797457606
SL2.40ch07_27820000_27920000	7	27820000	5.165187e-04	3.2869139506984784
SL2.40ch07_27830000_27930000	7	27830000	3.232975e-04	3.4903976536946693
SL2.40ch07_27840000_27940000	7	27840000	3.244850e-04	3.4888053745733116
SL2.40ch07_27850000_27950000	7	27850000	3.360996e-04	3.473532004394242
SL2.40ch07_27960000_28060000	7	27960000	1.039186e-03	2.9833067127469053
SL2.40ch07_27980000_28080000	7	27980000	1.004788e-03	2.9979255602757715
SL2.40ch07_27990000_28090000	7	27990000	9.829860e-04	3.0074526674842876
SL2.40ch07_28000000_28100000	7	28000000	1.005389e-03	2.9976658707147017
SL2.40ch07_28010000_28110000	7	28010000	1.005132e-03	2.9977769003258894
SL2.40ch07_28030000_28130000	7	28030000	9.671630e-04	3.0145003262945074
SL2.40ch07_28040000_28140000	7	28040000	9.800558e-04	3.0087491968154647
SL2.40ch07_28050000_28150000	7	28050000	2.202718e-04	3.6570410992555678
SL2.40ch07_28060000_28160000	7	28060000	2.642846e-04	3.57792814269454
SL2.40ch07_28070000_28170000	7	28070000	2.633438e-04	3.5794769019409576
SL2.40ch07_28190000_28290000	7	28190000	1.010716e-03	2.995370859206005
SL2.40ch07_28200000_28300000	7	28200000	3.789314e-04	3.4214394055940747
SL2.40ch07_28210000_28310000	7	28210000	4.094026e-04	3.387849403583461
SL2.40ch07_28220000_28320000	7	28220000	4.832744e-04	3.3158062096887653
SL2.40ch07_28230000_28330000	7	28230000	4.305250e-04	3.366001624589408
SL2.40ch07_28240000_28340000	7	28240000	4.690012e-04	3.3288260460851054
SL2.40ch07_28350000_28450000	7	28350000	5.710699e-04	3.2433107300618196
SL2.40ch07_28360000_28460000	7	28360000	5.488066e-04	3.2605806744034456
SL2.40ch07_28370000_28470000	7	28370000	3.662674e-04	3.436201734434458
SL2.40ch07_28380000_28480000	7	28380000	4.208941e-04	3.375827162052886
SL2.40ch07_28390000_28490000	7	28390000	4.386850e-04	3.3578472152157555
SL2.40ch07_28400000_28500000	7	28400000	4.567930e-04	3.340280559938799
SL2.40ch07_28410000_28510000	7	28410000	5.440096e-04	3.2643934363491742
SL2.40ch07_28420000_28520000	7	28420000	5.778365e-04	3.238195028694785
SL2.40ch07_28540000_28640000	7	28540000	9.569063e-04	3.0191305861366695
SL2.40ch07_28650000_28750000	7	28650000	1.028741e-03	2.987693951213389
SL2.40ch07_28660000_28760000	7	28660000	8.450598e-04	3.07311255745138
SL2.40ch07_28770000_28870000	7	28770000	7.499047e-04	3.12499392446681
SL2.40ch07_28780000_28880000	7	28780000	6.789865e-04	3.1681388605262595
SL2.40ch07_28890000_28990000	7	28890000	6.853085e-04	3.1641138815195338
SL2.40ch07_28900000_29000000	7	28900000	5.678040e-04	3.245801552331809
SL2.40ch07_28910000_29010000	7	28910000	5.048229e-04	3.296860952658416
SL2.40ch07_28920000_29020000	7	28920000	7.953120e-04	3.099462464681073
SL2.40ch07_28930000_29030000	7	28930000	7.047449e-04	3.1519680582869696
SL2.40ch07_28940000_29040000	7	28940000	4.438571e-04	3.3527568286930935
SL2.40ch07_28950000_29050000	7	28950000	6.132434e-04	3.2123671171680583
SL2.40ch07_28960000_29060000	7	28960000	8.870712e-04	3.0520415204995883
SL2.40ch07_28970000_29070000	7	28970000	8.795888e-04	3.055720309244359
SL2.40ch07_28980000_29080000	7	28980000	9.613582e-04	3.0171147649866485
SL2.40ch07_29270000_29370000	7	29270000	9.052867e-04	3.043213860010637
SL2.40ch07_29280000_29380000	7	29280000	5.626071e-04	3.249794791418303
SL2.40ch07_29290000_29390000	7	29290000	5.090327e-04	3.29325431791196
SL2.40ch07_29330000_29430000	7	29330000	9.404138e-04	3.0266810064932104
SL2.40ch07_29340000_29440000	7	29340000	8.640258e-04	3.063473289198951
SL2.40ch07_29350000_29450000	7	29350000	6.509244e-04	3.1864694485583707
SL2.40ch07_29360000_29460000	7	29360000	6.352878e-04	3.1970294847301464
SL2.40ch07_29370000_29470000	7	29370000	6.661933e-04	3.17639973938375
SL2.40ch07_29380000_29480000	7	29380000	5.868316e-04	3.231486508093716
SL2.40ch07_29400000_29500000	7	29400000	7.873953e-04	3.1038071818624733
SL2.40ch07_29410000_29510000	7	29410000	7.823165e-04	3.10661750986214
SL2.40ch07_29420000_29520000	7	29420000	7.770272e-04	3.1095637783636283
SL2.40ch07_29430000_29530000	7	29430000	8.601505e-04	3.065425553871458
SL2.40ch07_29540000_29640000	7	29540000	7.006849e-04	3.1544772416006706
SL2.40ch07_29550000_29650000	7	29550000	6.216650e-04	3.2064435829048863
SL2.40ch07_29560000_29660000	7	29560000	6.194682e-04	3.2079809829424724
SL2.40ch07_29570000_29670000	7	29570000	6.081505e-04	3.215988931859958
SL2.40ch07_29580000_29680000	7	29580000	5.040552e-04	3.2975219005729532
SL2.40ch07_29590000_29690000	7	29590000	3.739193e-04	3.427222117977153
SL2.40ch07_29600000_29700000	7	29600000	3.793330e-04	3.420979374290375
SL2.40ch07_29610000_29710000	7	29610000	5.364528e-04	3.2704684835793203
SL2.40ch07_29620000_29720000	7	29620000	4.959310e-04	3.304578743678745
SL2.40ch07_29630000_29730000	7	29630000	4.811432e-04	3.3177256477132526
SL2.40ch07_29640000_29740000	7	29640000	3.457030e-04	3.4612968516470857
SL2.40ch07_29650000_29750000	7	29650000	4.050290e-04	3.3925138802690817
SL2.40ch07_29660000_29760000	7	29660000	4.177340e-04	3.3791001754137047
SL2.40ch07_29670000_29770000	7	29670000	1.024633e-03	2.9894316610625356
SL2.40ch07_29770000_29870000	7	29770000	3.673150e-04	3.434961336059246
SL2.40ch07_29790000_29890000	7	29790000	3.992458e-05	4.398759643871805
SL2.40ch07_29900000_30000000	7	29900000	8.586255e-04	3.066196217714444
SL2.40ch07_29910000_30010000	7	29910000	8.916225e-04	3.0498189806779497
SL2.40ch07_29930000_30030000	7	29930000	1.044177e-03	2.981225877188408
SL2.40ch07_29970000_30070000	7	29970000	1.033547e-03	2.9856697692771057
SL2.40ch07_29980000_30080000	7	29980000	8.048684e-04	3.0942751231426615
SL2.40ch07_30020000_30120000	7	30020000	8.594772e-04	3.065765639681436
SL2.40ch07_30030000_30130000	7	30030000	6.204169e-04	3.2073163806250684
SL2.40ch07_30040000_30140000	7	30040000	6.549169e-04	3.1838138025441025
SL2.40ch07_30050000_30150000	7	30050000	6.502096e-04	3.1869466226647956
SL2.40ch07_30060000_30160000	7	30060000	6.856739e-04	3.163882381527346
SL2.40ch07_30070000_30170000	7	30070000	7.637666e-04	3.117039337521822
SL2.40ch07_30080000_30180000	7	30080000	7.942172e-04	3.100060711852591
SL2.40ch07_30090000_30190000	7	30090000	2.659775e-04	3.57515510035818
SL2.40ch07_30100000_30200000	7	30100000	3.001527e-04	3.52265774562869
