SNP	CHR	BP	P
SL2.40ch07_17070000_17170000	7	17070000	3.128909e-01
SL2.40ch07_17090000_17190000	7	17090000	7.788155e-01
SL2.40ch07_17100000_17200000	7	17100000	7.788155e-01
SL2.40ch07_17110000_17210000	7	17110000	7.788155e-01
SL2.40ch07_17120000_17220000	7	17120000	7.788155e-01
SL2.40ch07_17130000_17230000	7	17130000	7.788155e-01
SL2.40ch07_17140000_17240000	7	17140000	7.788155e-01
SL2.40ch07_17150000_17250000	7	17150000	7.788155e-01
SL2.40ch07_17160000_17260000	7	17160000	7.788155e-01
SL2.40ch07_17170000_17270000	7	17170000	4.181462e-01
SL2.40ch07_17180000_17280000	7	17180000	3.951475e-01
SL2.40ch07_17190000_17290000	7	17190000	4.142857e-01
SL2.40ch07_17200000_17300000	7	17200000	4.134239e-01
SL2.40ch07_17210000_17310000	7	17210000	4.093268e-01
SL2.40ch07_17220000_17320000	7	17220000	3.985457e-01
SL2.40ch07_17230000_17330000	7	17230000	3.778356e-01
SL2.40ch07_17240000_17340000	7	17240000	3.704389e-01
SL2.40ch07_17250000_17350000	7	17250000	3.858042e-01
SL2.40ch07_17260000_17360000	7	17260000	3.979212e-01
SL2.40ch07_17270000_17370000	7	17270000	3.990660e-01
SL2.40ch07_17280000_17380000	7	17280000	4.040114e-01
SL2.40ch07_17290000_17390000	7	17290000	4.010012e-01
SL2.40ch07_17300000_17400000	7	17300000	4.005889e-01
SL2.40ch07_17310000_17410000	7	17310000	4.047478e-01
SL2.40ch07_17320000_17420000	7	17320000	4.185776e-01
SL2.40ch07_17330000_17430000	7	17330000	4.366421e-01
SL2.40ch07_17340000_17440000	7	17340000	4.455394e-01
SL2.40ch07_17350000_17450000	7	17350000	4.381702e-01
SL2.40ch07_17360000_17460000	7	17360000	4.424054e-01
SL2.40ch07_17370000_17470000	7	17370000	4.331266e-01
SL2.40ch07_17380000_17480000	7	17380000	4.280145e-01
SL2.40ch07_17390000_17490000	7	17390000	4.315540e-01
SL2.40ch07_17400000_17500000	7	17400000	4.267259e-01
SL2.40ch07_17410000_17510000	7	17410000	4.265285e-01
SL2.40ch07_17420000_17520000	7	17420000	4.228954e-01
SL2.40ch07_17430000_17530000	7	17430000	4.194824e-01
SL2.40ch07_17440000_17540000	7	17440000	4.172454e-01
SL2.40ch07_17450000_17550000	7	17450000	4.175565e-01
SL2.40ch07_17460000_17560000	7	17460000	4.022891e-01
SL2.40ch07_17470000_17570000	7	17470000	4.109424e-01
SL2.40ch07_17480000_17580000	7	17480000	4.229935e-01
SL2.40ch07_17490000_17590000	7	17490000	4.333461e-01
SL2.40ch07_17500000_17600000	7	17500000	4.497451e-01
SL2.40ch07_17510000_17610000	7	17510000	4.663871e-01
SL2.40ch07_17520000_17620000	7	17520000	4.897561e-01
SL2.40ch07_17530000_17630000	7	17530000	5.076367e-01
SL2.40ch07_17540000_17640000	7	17540000	5.039318e-01
SL2.40ch07_17550000_17650000	7	17550000	5.061495e-01
SL2.40ch07_17560000_17660000	7	17560000	4.998678e-01
SL2.40ch07_17570000_17670000	7	17570000	4.980521e-01
SL2.40ch07_17580000_17680000	7	17580000	5.008584e-01
SL2.40ch07_17590000_17690000	7	17590000	4.929259e-01
SL2.40ch07_17600000_17700000	7	17600000	4.931773e-01
SL2.40ch07_17610000_17710000	7	17610000	4.810568e-01
SL2.40ch07_17620000_17720000	7	17620000	4.711857e-01
SL2.40ch07_17630000_17730000	7	17630000	4.535516e-01
SL2.40ch07_17640000_17740000	7	17640000	4.554055e-01
SL2.40ch07_17650000_17750000	7	17650000	4.512272e-01
SL2.40ch07_17660000_17760000	7	17660000	4.423075e-01
SL2.40ch07_17670000_17770000	7	17670000	4.424666e-01
SL2.40ch07_17680000_17780000	7	17680000	4.295354e-01
SL2.40ch07_17690000_17790000	7	17690000	4.156019e-01
SL2.40ch07_17700000_17800000	7	17700000	4.072950e-01
SL2.40ch07_17710000_17810000	7	17710000	4.061296e-01
SL2.40ch07_17720000_17820000	7	17720000	3.996788e-01
SL2.40ch07_17730000_17830000	7	17730000	4.002792e-01
SL2.40ch07_17740000_17840000	7	17740000	3.971681e-01
SL2.40ch07_17750000_17850000	7	17750000	3.803694e-01
SL2.40ch07_17760000_17860000	7	17760000	3.801665e-01
SL2.40ch07_17770000_17870000	7	17770000	3.742140e-01
SL2.40ch07_17780000_17880000	7	17780000	3.804068e-01
SL2.40ch07_17790000_17890000	7	17790000	3.894481e-01
SL2.40ch07_17800000_17900000	7	17800000	3.923719e-01
SL2.40ch07_17810000_17910000	7	17810000	3.852004e-01
SL2.40ch07_17820000_17920000	7	17820000	3.824416e-01
SL2.40ch07_17830000_17930000	7	17830000	3.798040e-01
SL2.40ch07_17840000_17940000	7	17840000	3.831092e-01
SL2.40ch07_17850000_17950000	7	17850000	3.898931e-01
SL2.40ch07_17860000_17960000	7	17860000	3.986905e-01
SL2.40ch07_17870000_17970000	7	17870000	4.008059e-01
SL2.40ch07_17880000_17980000	7	17880000	3.910534e-01
SL2.40ch07_17890000_17990000	7	17890000	3.899631e-01
SL2.40ch07_17900000_18000000	7	17900000	3.894230e-01
SL2.40ch07_17910000_18010000	7	17910000	4.060025e-01
SL2.40ch07_17920000_18020000	7	17920000	4.007057e-01
SL2.40ch07_17930000_18030000	7	17930000	4.185839e-01
SL2.40ch07_17940000_18040000	7	17940000	4.138873e-01
SL2.40ch07_17950000_18050000	7	17950000	4.252951e-01
SL2.40ch07_17960000_18060000	7	17960000	4.171333e-01
SL2.40ch07_17970000_18070000	7	17970000	4.136069e-01
SL2.40ch07_17980000_18080000	7	17980000	4.240042e-01
SL2.40ch07_17990000_18090000	7	17990000	4.416533e-01
SL2.40ch07_18000000_18100000	7	18000000	4.425791e-01
SL2.40ch07_18010000_18110000	7	18010000	4.219369e-01
SL2.40ch07_18020000_18120000	7	18020000	3.736486e-01
SL2.40ch07_18030000_18130000	7	18030000	2.819417e-01
SL2.40ch07_18040000_18140000	7	18040000	3.133292e-01
SL2.40ch07_18050000_18150000	7	18050000	3.274349e-01
SL2.40ch07_18060000_18160000	7	18060000	3.254849e-01
SL2.40ch07_18070000_18170000	7	18070000	3.368548e-01
SL2.40ch07_18080000_18180000	7	18080000	3.368548e-01
SL2.40ch07_18090000_18190000	7	18090000	3.233545e-01
SL2.40ch07_18100000_18200000	7	18100000	3.210109e-01
SL2.40ch07_18110000_18210000	7	18110000	3.211910e-01
SL2.40ch07_18120000_18220000	7	18120000	3.512028e-01
SL2.40ch07_18130000_18230000	7	18130000	3.845749e-01
SL2.40ch07_18140000_18240000	7	18140000	3.592107e-01
SL2.40ch07_18150000_18250000	7	18150000	2.933277e-01
SL2.40ch07_18160000_18260000	7	18160000	3.032631e-01
SL2.40ch07_18170000_18270000	7	18170000	2.707419e-01
SL2.40ch07_18180000_18280000	7	18180000	2.677941e-01
SL2.40ch07_18190000_18290000	7	18190000	2.680914e-01
SL2.40ch07_18200000_18300000	7	18200000	2.562451e-01
SL2.40ch07_18210000_18310000	7	18210000	2.440895e-01
SL2.40ch07_18220000_18320000	7	18220000	2.374507e-01
SL2.40ch07_18230000_18330000	7	18230000	2.359238e-01
SL2.40ch07_18240000_18340000	7	18240000	2.389951e-01
SL2.40ch07_18250000_18350000	7	18250000	2.445089e-01
SL2.40ch07_18260000_18360000	7	18260000	2.280454e-01
SL2.40ch07_18270000_18370000	7	18270000	2.356341e-01
SL2.40ch07_18280000_18380000	7	18280000	2.393405e-01
SL2.40ch07_18290000_18390000	7	18290000	2.294636e-01
SL2.40ch07_18300000_18400000	7	18300000	2.339628e-01
SL2.40ch07_18310000_18410000	7	18310000	2.418370e-01
SL2.40ch07_18320000_18420000	7	18320000	2.478977e-01
SL2.40ch07_18330000_18430000	7	18330000	2.388631e-01
SL2.40ch07_18340000_18440000	7	18340000	2.302928e-01
SL2.40ch07_18350000_18450000	7	18350000	2.355581e-01
SL2.40ch07_18360000_18460000	7	18360000	2.380568e-01
SL2.40ch07_18370000_18470000	7	18370000	2.304442e-01
SL2.40ch07_18380000_18480000	7	18380000	2.219355e-01
SL2.40ch07_18390000_18490000	7	18390000	2.422684e-01
SL2.40ch07_18400000_18500000	7	18400000	2.514286e-01
SL2.40ch07_18410000_18510000	7	18410000	2.534019e-01
SL2.40ch07_18420000_18520000	7	18420000	2.565355e-01
SL2.40ch07_18430000_18530000	7	18430000	2.682652e-01
SL2.40ch07_18440000_18540000	7	18440000	2.770629e-01
SL2.40ch07_18450000_18550000	7	18450000	2.765793e-01
SL2.40ch07_18460000_18560000	7	18460000	2.783187e-01
SL2.40ch07_18470000_18570000	7	18470000	2.787057e-01
SL2.40ch07_18480000_18580000	7	18480000	2.843398e-01
SL2.40ch07_18490000_18590000	7	18490000	2.995869e-01
SL2.40ch07_18500000_18600000	7	18500000	3.643395e-01
SL2.40ch07_18510000_18610000	7	18510000	3.859472e-01
SL2.40ch07_18520000_18620000	7	18520000	3.871862e-01
SL2.40ch07_18530000_18630000	7	18530000	3.868049e-01
SL2.40ch07_18540000_18640000	7	18540000	3.618415e-01
SL2.40ch07_18550000_18650000	7	18550000	3.711307e-01
SL2.40ch07_18560000_18660000	7	18560000	3.855240e-01
SL2.40ch07_18570000_18670000	7	18570000	3.908177e-01
SL2.40ch07_18580000_18680000	7	18580000	4.031810e-01
SL2.40ch07_18590000_18690000	7	18590000	4.082101e-01
SL2.40ch07_18600000_18700000	7	18600000	3.960855e-01
SL2.40ch07_18610000_18710000	7	18610000	3.958634e-01
SL2.40ch07_18620000_18720000	7	18620000	3.864290e-01
SL2.40ch07_18630000_18730000	7	18630000	3.806951e-01
SL2.40ch07_18640000_18740000	7	18640000	4.034051e-01
SL2.40ch07_18650000_18750000	7	18650000	4.117067e-01
SL2.40ch07_18660000_18760000	7	18660000	4.037072e-01
SL2.40ch07_18670000_18770000	7	18670000	4.101437e-01
SL2.40ch07_18680000_18780000	7	18680000	3.856302e-01
SL2.40ch07_18690000_18790000	7	18690000	3.774659e-01
SL2.40ch07_18700000_18800000	7	18700000	3.733456e-01
SL2.40ch07_18710000_18810000	7	18710000	3.779483e-01
SL2.40ch07_18720000_18820000	7	18720000	3.845209e-01
SL2.40ch07_18730000_18830000	7	18730000	4.028790e-01
SL2.40ch07_18740000_18840000	7	18740000	4.027123e-01
SL2.40ch07_18750000_18850000	7	18750000	3.962140e-01
SL2.40ch07_18760000_18860000	7	18760000	3.817373e-01
SL2.40ch07_18770000_18870000	7	18770000	3.650336e-01
SL2.40ch07_18780000_18880000	7	18780000	3.590508e-01
SL2.40ch07_18790000_18890000	7	18790000	3.506487e-01
SL2.40ch07_18800000_18900000	7	18800000	3.352408e-01
SL2.40ch07_18810000_18910000	7	18810000	3.169303e-01
SL2.40ch07_18820000_18920000	7	18820000	3.189858e-01
SL2.40ch07_18830000_18930000	7	18830000	3.354826e-01
SL2.40ch07_18840000_18940000	7	18840000	3.462377e-01
SL2.40ch07_18850000_18950000	7	18850000	3.401840e-01
SL2.40ch07_18860000_18960000	7	18860000	3.548654e-01
SL2.40ch07_18870000_18970000	7	18870000	3.713886e-01
SL2.40ch07_18880000_18980000	7	18880000	3.893592e-01
SL2.40ch07_18890000_18990000	7	18890000	3.966410e-01
SL2.40ch07_18900000_19000000	7	18900000	4.151367e-01
SL2.40ch07_18910000_19010000	7	18910000	4.385622e-01
SL2.40ch07_18920000_19020000	7	18920000	4.472164e-01
SL2.40ch07_18930000_19030000	7	18930000	4.466921e-01
SL2.40ch07_18940000_19040000	7	18940000	4.385932e-01
SL2.40ch07_18950000_19050000	7	18950000	4.363213e-01
SL2.40ch07_18960000_19060000	7	18960000	4.355071e-01
SL2.40ch07_18970000_19070000	7	18970000	4.323680e-01
SL2.40ch07_18980000_19080000	7	18980000	4.478413e-01
SL2.40ch07_18990000_19090000	7	18990000	4.590436e-01
SL2.40ch07_19000000_19100000	7	19000000	4.571390e-01
SL2.40ch07_19010000_19110000	7	19010000	4.439797e-01
SL2.40ch07_19020000_19120000	7	19020000	4.346751e-01
SL2.40ch07_19030000_19130000	7	19030000	4.271370e-01
SL2.40ch07_19040000_19140000	7	19040000	4.356584e-01
SL2.40ch07_19050000_19150000	7	19050000	4.359621e-01
SL2.40ch07_19060000_19160000	7	19060000	4.455057e-01
SL2.40ch07_19070000_19170000	7	19070000	4.470884e-01
SL2.40ch07_19080000_19180000	7	19080000	4.288630e-01
SL2.40ch07_19090000_19190000	7	19090000	4.283927e-01
SL2.40ch07_19100000_19200000	7	19100000	4.330648e-01
SL2.40ch07_19110000_19210000	7	19110000	4.374647e-01
SL2.40ch07_19120000_19220000	7	19120000	4.440208e-01
SL2.40ch07_19130000_19230000	7	19130000	4.440620e-01
SL2.40ch07_19140000_19240000	7	19140000	4.382065e-01
SL2.40ch07_19150000_19250000	7	19150000	4.343597e-01
SL2.40ch07_19160000_19260000	7	19160000	4.298444e-01
SL2.40ch07_19170000_19270000	7	19170000	4.345799e-01
SL2.40ch07_19180000_19280000	7	19180000	4.296044e-01
SL2.40ch07_19190000_19290000	7	19190000	4.209178e-01
SL2.40ch07_19200000_19300000	7	19200000	4.150838e-01
SL2.40ch07_19210000_19310000	7	19210000	4.069193e-01
SL2.40ch07_19220000_19320000	7	19220000	4.002981e-01
SL2.40ch07_19230000_19330000	7	19230000	4.028618e-01
SL2.40ch07_19240000_19340000	7	19240000	4.034435e-01
SL2.40ch07_19250000_19350000	7	19250000	4.111263e-01
SL2.40ch07_19260000_19360000	7	19260000	3.968605e-01
SL2.40ch07_19270000_19370000	7	19270000	3.714369e-01
SL2.40ch07_19280000_19380000	7	19280000	3.874943e-01
SL2.40ch07_19290000_19390000	7	19290000	4.044479e-01
SL2.40ch07_19300000_19400000	7	19300000	4.140357e-01
SL2.40ch07_19310000_19410000	7	19310000	4.094967e-01
SL2.40ch07_19320000_19420000	7	19320000	5.362034e-01
SL2.40ch07_19330000_19430000	7	19330000	5.082981e-01
SL2.40ch07_19340000_19440000	7	19340000	5.041959e-01
SL2.40ch07_19350000_19450000	7	19350000	4.188312e-01
SL2.40ch07_19360000_19460000	7	19360000	4.084691e-01
SL2.40ch07_19370000_19470000	7	19370000	3.841393e-01
SL2.40ch07_19380000_19480000	7	19380000	3.916255e-01
SL2.40ch07_19390000_19490000	7	19390000	3.936734e-01
SL2.40ch07_19400000_19500000	7	19400000	4.030157e-01
SL2.40ch07_19410000_19510000	7	19410000	4.053251e-01
SL2.40ch07_19420000_19520000	7	19420000	4.099498e-01
SL2.40ch07_19430000_19530000	7	19430000	4.035116e-01
SL2.40ch07_19440000_19540000	7	19440000	4.063353e-01
SL2.40ch07_19450000_19550000	7	19450000	4.241284e-01
SL2.40ch07_19460000_19560000	7	19460000	4.307992e-01
SL2.40ch07_19470000_19570000	7	19470000	4.492646e-01
SL2.40ch07_19480000_19580000	7	19480000	4.557955e-01
SL2.40ch07_19490000_19590000	7	19490000	4.423334e-01
SL2.40ch07_19500000_19600000	7	19500000	4.417556e-01
SL2.40ch07_19510000_19610000	7	19510000	4.430526e-01
SL2.40ch07_19520000_19620000	7	19520000	4.244684e-01
SL2.40ch07_19530000_19630000	7	19530000	4.297056e-01
SL2.40ch07_19540000_19640000	7	19540000	4.185487e-01
SL2.40ch07_19550000_19650000	7	19550000	4.144662e-01
SL2.40ch07_19560000_19660000	7	19560000	4.071118e-01
SL2.40ch07_19570000_19670000	7	19570000	4.207361e-01
SL2.40ch07_19580000_19680000	7	19580000	4.259775e-01
SL2.40ch07_19590000_19690000	7	19590000	4.376331e-01
SL2.40ch07_19600000_19700000	7	19600000	4.303058e-01
SL2.40ch07_19610000_19710000	7	19610000	4.264442e-01
SL2.40ch07_19620000_19720000	7	19620000	4.350557e-01
SL2.40ch07_19630000_19730000	7	19630000	4.254891e-01
SL2.40ch07_19640000_19740000	7	19640000	4.399507e-01
SL2.40ch07_19650000_19750000	7	19650000	4.407016e-01
SL2.40ch07_19660000_19760000	7	19660000	4.342909e-01
SL2.40ch07_19670000_19770000	7	19670000	4.154661e-01
SL2.40ch07_19680000_19780000	7	19680000	4.099263e-01
SL2.40ch07_19690000_19790000	7	19690000	4.056727e-01
SL2.40ch07_19700000_19800000	7	19700000	4.088280e-01
SL2.40ch07_19710000_19810000	7	19710000	4.145414e-01
SL2.40ch07_19720000_19820000	7	19720000	4.099696e-01
SL2.40ch07_19730000_19830000	7	19730000	4.116109e-01
SL2.40ch07_19740000_19840000	7	19740000	4.033843e-01
SL2.40ch07_19750000_19850000	7	19750000	3.932983e-01
SL2.40ch07_19760000_19860000	7	19760000	3.923159e-01
SL2.40ch07_19770000_19870000	7	19770000	4.141108e-01
SL2.40ch07_19780000_19880000	7	19780000	4.048634e-01
SL2.40ch07_19790000_19890000	7	19790000	4.068978e-01
SL2.40ch07_19800000_19900000	7	19800000	4.085912e-01
SL2.40ch07_19810000_19910000	7	19810000	3.952682e-01
SL2.40ch07_19820000_19920000	7	19820000	4.025292e-01
SL2.40ch07_19830000_19930000	7	19830000	4.032734e-01
SL2.40ch07_19840000_19940000	7	19840000	3.934645e-01
SL2.40ch07_19850000_19950000	7	19850000	3.894848e-01
SL2.40ch07_19860000_19960000	7	19860000	4.318940e-01
SL2.40ch07_19870000_19970000	7	19870000	4.102831e-01
SL2.40ch07_19880000_19980000	7	19880000	4.429851e-01
SL2.40ch07_19890000_19990000	7	19890000	4.381107e-01
SL2.40ch07_19900000_20000000	7	19900000	4.542273e-01
SL2.40ch07_19910000_20010000	7	19910000	4.676748e-01
SL2.40ch07_19920000_20020000	7	19920000	4.653711e-01
SL2.40ch07_19930000_20030000	7	19930000	4.427525e-01
SL2.40ch07_19940000_20040000	7	19940000	4.150068e-01
SL2.40ch07_19950000_20050000	7	19950000	4.317871e-01
SL2.40ch07_19960000_20060000	7	19960000	4.113384e-01
SL2.40ch07_19970000_20070000	7	19970000	4.341505e-01
SL2.40ch07_19980000_20080000	7	19980000	4.439386e-01
SL2.40ch07_19990000_20090000	7	19990000	4.389100e-01
SL2.40ch07_20000000_20100000	7	20000000	4.358487e-01
SL2.40ch07_20010000_20110000	7	20010000	4.357816e-01
SL2.40ch07_20020000_20120000	7	20020000	4.314674e-01
SL2.40ch07_20030000_20130000	7	20030000	4.284272e-01
SL2.40ch07_20040000_20140000	7	20040000	4.320563e-01
SL2.40ch07_20050000_20150000	7	20050000	4.220479e-01
SL2.40ch07_20060000_20160000	7	20060000	4.339193e-01
SL2.40ch07_20070000_20170000	7	20070000	4.184867e-01
SL2.40ch07_20080000_20180000	7	20080000	4.005445e-01
SL2.40ch07_20090000_20190000	7	20090000	3.997278e-01
SL2.40ch07_20100000_20200000	7	20100000	3.951924e-01
SL2.40ch07_20110000_20210000	7	20110000	4.068985e-01
SL2.40ch07_20120000_20220000	7	20120000	4.094244e-01
SL2.40ch07_20130000_20230000	7	20130000	4.109678e-01
SL2.40ch07_20140000_20240000	7	20140000	4.237992e-01
SL2.40ch07_20150000_20250000	7	20150000	4.334074e-01
SL2.40ch07_20160000_20260000	7	20160000	4.294293e-01
SL2.40ch07_20170000_20270000	7	20170000	4.261599e-01
SL2.40ch07_20180000_20280000	7	20180000	4.371798e-01
SL2.40ch07_20190000_20290000	7	20190000	4.356013e-01
SL2.40ch07_20200000_20300000	7	20200000	4.393115e-01
SL2.40ch07_20210000_20310000	7	20210000	4.196666e-01
SL2.40ch07_20220000_20320000	7	20220000	4.259612e-01
SL2.40ch07_20230000_20330000	7	20230000	4.276253e-01
SL2.40ch07_20240000_20340000	7	20240000	4.198536e-01
SL2.40ch07_20250000_20350000	7	20250000	4.072963e-01
SL2.40ch07_20260000_20360000	7	20260000	4.071047e-01
SL2.40ch07_20270000_20370000	7	20270000	4.107444e-01
SL2.40ch07_20280000_20380000	7	20280000	3.882079e-01
SL2.40ch07_20290000_20390000	7	20290000	3.984519e-01
SL2.40ch07_20300000_20400000	7	20300000	3.991399e-01
SL2.40ch07_20310000_20410000	7	20310000	4.107227e-01
SL2.40ch07_20320000_20420000	7	20320000	4.104220e-01
SL2.40ch07_20330000_20430000	7	20330000	4.222662e-01
SL2.40ch07_20340000_20440000	7	20340000	4.314715e-01
SL2.40ch07_20350000_20450000	7	20350000	4.588667e-01
SL2.40ch07_20360000_20460000	7	20360000	4.551885e-01
SL2.40ch07_20370000_20470000	7	20370000	4.518443e-01
SL2.40ch07_20380000_20480000	7	20380000	4.644342e-01
SL2.40ch07_20390000_20490000	7	20390000	4.600912e-01
SL2.40ch07_20400000_20500000	7	20400000	4.724183e-01
SL2.40ch07_20410000_20510000	7	20410000	4.636631e-01
SL2.40ch07_20420000_20520000	7	20420000	4.722901e-01
SL2.40ch07_20430000_20530000	7	20430000	4.739446e-01
SL2.40ch07_20440000_20540000	7	20440000	4.760717e-01
SL2.40ch07_20450000_20550000	7	20450000	4.414906e-01
SL2.40ch07_20460000_20560000	7	20460000	4.260624e-01
SL2.40ch07_20470000_20570000	7	20470000	4.292063e-01
SL2.40ch07_20480000_20580000	7	20480000	4.277616e-01
SL2.40ch07_20490000_20590000	7	20490000	4.423742e-01
SL2.40ch07_20500000_20600000	7	20500000	4.334638e-01
SL2.40ch07_20510000_20610000	7	20510000	4.561141e-01
SL2.40ch07_20520000_20620000	7	20520000	4.382207e-01
SL2.40ch07_20530000_20630000	7	20530000	4.263725e-01
SL2.40ch07_20540000_20640000	7	20540000	4.298452e-01
SL2.40ch07_20550000_20650000	7	20550000	4.226965e-01
SL2.40ch07_20560000_20660000	7	20560000	4.214308e-01
SL2.40ch07_20570000_20670000	7	20570000	4.232029e-01
SL2.40ch07_20580000_20680000	7	20580000	4.265693e-01
SL2.40ch07_20590000_20690000	7	20590000	4.310348e-01
SL2.40ch07_20600000_20700000	7	20600000	4.267695e-01
SL2.40ch07_20610000_20710000	7	20610000	4.134125e-01
SL2.40ch07_20620000_20720000	7	20620000	4.195573e-01
SL2.40ch07_20630000_20730000	7	20630000	4.377094e-01
SL2.40ch07_20640000_20740000	7	20640000	4.337535e-01
SL2.40ch07_20650000_20750000	7	20650000	4.389243e-01
SL2.40ch07_20660000_20760000	7	20660000	4.414568e-01
SL2.40ch07_20670000_20770000	7	20670000	4.502128e-01
SL2.40ch07_20680000_20780000	7	20680000	4.560800e-01
SL2.40ch07_20690000_20790000	7	20690000	4.448077e-01
SL2.40ch07_20700000_20800000	7	20700000	4.517402e-01
SL2.40ch07_20710000_20810000	7	20710000	4.687330e-01
SL2.40ch07_20720000_20820000	7	20720000	4.790893e-01
SL2.40ch07_20730000_20830000	7	20730000	4.721534e-01
SL2.40ch07_20740000_20840000	7	20740000	4.736640e-01
SL2.40ch07_20750000_20850000	7	20750000	4.789700e-01
SL2.40ch07_20760000_20860000	7	20760000	4.770452e-01
SL2.40ch07_20770000_20870000	7	20770000	4.594540e-01
SL2.40ch07_20780000_20880000	7	20780000	4.482911e-01
SL2.40ch07_20790000_20890000	7	20790000	4.427561e-01
SL2.40ch07_20800000_20900000	7	20800000	4.267105e-01
SL2.40ch07_20810000_20910000	7	20810000	4.209079e-01
SL2.40ch07_20820000_20920000	7	20820000	3.986209e-01
SL2.40ch07_20830000_20930000	7	20830000	3.803323e-01
SL2.40ch07_20840000_20940000	7	20840000	3.654210e-01
SL2.40ch07_20850000_20950000	7	20850000	3.547638e-01
SL2.40ch07_20860000_20960000	7	20860000	3.662662e-01
SL2.40ch07_20870000_20970000	7	20870000	3.766906e-01
SL2.40ch07_20880000_20980000	7	20880000	3.787712e-01
SL2.40ch07_20890000_20990000	7	20890000	3.920943e-01
SL2.40ch07_20900000_21000000	7	20900000	3.997951e-01
SL2.40ch07_20910000_21010000	7	20910000	3.958877e-01
SL2.40ch07_20920000_21020000	7	20920000	4.075078e-01
SL2.40ch07_20930000_21030000	7	20930000	4.095229e-01
SL2.40ch07_20940000_21040000	7	20940000	4.218808e-01
SL2.40ch07_20950000_21050000	7	20950000	4.366257e-01
SL2.40ch07_20960000_21060000	7	20960000	4.217890e-01
SL2.40ch07_20970000_21070000	7	20970000	4.388311e-01
SL2.40ch07_20980000_21080000	7	20980000	4.507346e-01
SL2.40ch07_20990000_21090000	7	20990000	5.147928e-01
SL2.40ch07_21020000_21120000	7	21020000	3.733037e-01
SL2.40ch07_21030000_21130000	7	21030000	4.228046e-01
SL2.40ch07_21040000_21140000	7	21040000	4.191882e-01
SL2.40ch07_21050000_21150000	7	21050000	3.746132e-01
SL2.40ch07_21060000_21160000	7	21060000	3.760115e-01
SL2.40ch07_21070000_21170000	7	21070000	3.904880e-01
SL2.40ch07_21080000_21180000	7	21080000	4.013174e-01
SL2.40ch07_21090000_21190000	7	21090000	4.069196e-01
SL2.40ch07_21100000_21200000	7	21100000	4.096662e-01
SL2.40ch07_21110000_21210000	7	21110000	4.105740e-01
SL2.40ch07_21120000_21220000	7	21120000	4.206451e-01
SL2.40ch07_21130000_21230000	7	21130000	4.185525e-01
SL2.40ch07_21140000_21240000	7	21140000	4.167053e-01
SL2.40ch07_21150000_21250000	7	21150000	4.356069e-01
SL2.40ch07_21160000_21260000	7	21160000	4.414395e-01
SL2.40ch07_21170000_21270000	7	21170000	4.444595e-01
SL2.40ch07_21180000_21280000	7	21180000	4.603915e-01
SL2.40ch07_21190000_21290000	7	21190000	4.442476e-01
SL2.40ch07_21200000_21300000	7	21200000	4.452832e-01
SL2.40ch07_21210000_21310000	7	21210000	4.438522e-01
SL2.40ch07_21220000_21320000	7	21220000	4.333129e-01
SL2.40ch07_21230000_21330000	7	21230000	4.330950e-01
SL2.40ch07_21240000_21340000	7	21240000	4.458371e-01
SL2.40ch07_21250000_21350000	7	21250000	4.548897e-01
SL2.40ch07_21260000_21360000	7	21260000	4.463490e-01
SL2.40ch07_21270000_21370000	7	21270000	4.515964e-01
SL2.40ch07_21280000_21380000	7	21280000	4.363399e-01
SL2.40ch07_21290000_21390000	7	21290000	4.671333e-01
SL2.40ch07_21300000_21400000	7	21300000	4.562837e-01
SL2.40ch07_21310000_21410000	7	21310000	4.564712e-01
SL2.40ch07_21320000_21420000	7	21320000	4.656543e-01
SL2.40ch07_21330000_21430000	7	21330000	4.603637e-01
SL2.40ch07_21340000_21440000	7	21340000	4.431097e-01
SL2.40ch07_21350000_21450000	7	21350000	4.297565e-01
SL2.40ch07_21360000_21460000	7	21360000	4.386654e-01
SL2.40ch07_21370000_21470000	7	21370000	4.336909e-01
SL2.40ch07_21380000_21480000	7	21380000	4.109217e-01
SL2.40ch07_21390000_21490000	7	21390000	4.066627e-01
SL2.40ch07_21400000_21500000	7	21400000	4.032979e-01
SL2.40ch07_21410000_21510000	7	21410000	4.052038e-01
SL2.40ch07_21420000_21520000	7	21420000	4.007647e-01
SL2.40ch07_21430000_21530000	7	21430000	3.953706e-01
SL2.40ch07_21440000_21540000	7	21440000	3.984216e-01
SL2.40ch07_21450000_21550000	7	21450000	4.064987e-01
SL2.40ch07_21460000_21560000	7	21460000	4.045115e-01
SL2.40ch07_21470000_21570000	7	21470000	3.976162e-01
SL2.40ch07_21480000_21580000	7	21480000	4.153533e-01
SL2.40ch07_21490000_21590000	7	21490000	4.143419e-01
SL2.40ch07_21500000_21600000	7	21500000	4.217554e-01
SL2.40ch07_21510000_21610000	7	21510000	4.211542e-01
SL2.40ch07_21520000_21620000	7	21520000	4.227040e-01
SL2.40ch07_21530000_21630000	7	21530000	4.453886e-01
SL2.40ch07_21540000_21640000	7	21540000	4.327970e-01
SL2.40ch07_21550000_21650000	7	21550000	4.386435e-01
SL2.40ch07_21560000_21660000	7	21560000	4.356372e-01
SL2.40ch07_21570000_21670000	7	21570000	4.329003e-01
SL2.40ch07_21580000_21680000	7	21580000	4.240718e-01
SL2.40ch07_21590000_21690000	7	21590000	4.240003e-01
SL2.40ch07_21600000_21700000	7	21600000	4.252366e-01
